customer_id,campaign,channel,customer_segment,budget,clicks,impressions,conversions,customer_acquisition_cost,revenue_generated,roas
4064,Campaign_A,Display Ads,Loyal Customer,2173.74,48,954,0,18.09,230.24,0.11
4065,Campaign_C,Display Ads,New Customer,478.82,61,1018,0,75.02,56.03,0.12
4066,Campaign_C,Social Media,Returning Customer,8737.02,50,1000,0,22.71,908.99,0.1
4067,Campaign_A,Email,Returning Customer,7546.81,53,980,0,88.17,98.11,0.01
4068,Campaign_A,Email,New Customer,2396.64,50,1028,0,46.53,230.8,0.1
4069,Campaign_D,Display Ads,Loyal Customer,9848.94,54,976,0,88.85,1472.21,0.15
4070,Campaign_D,Search Ads,Loyal Customer,5072.57,40,971,0,56.66,34.15,0.01
4071,Campaign_A,Display Ads,New Customer,9515.55,51,969,0,50.81,963.42,0.1
4072,Campaign_A,Social Media,New Customer,5099.78,47,983,0,42.72,208.24,0.04
4073,Campaign_A,Social Media,Loyal Customer,4771.56,50,1025,0,15.52,1231.77,0.26
4074,Campaign_A,Social Media,Returning Customer,4546.47,47,991,0,11.04,872.65,0.19
4075,Campaign_B,Display Ads,New Customer,3415.27,60,1055,0,55.78,708.71,0.21
4076,Campaign_A,Display Ads,New Customer,5383.64,54,982,0,91.1,690.61,0.13
4077,Campaign_D,Email,New Customer,4580.29,51,976,0,62.75,1006.42,0.22
4078,Campaign_C,Search Ads,New Customer,463.79,47,996,0,87.61,1258.02,2.71
4079,Campaign_B,Display Ads,New Customer,2678.31,62,1021,0,99.98,10.4,0.0
4080,Campaign_A,Email,New Customer,2209.92,52,997,0,26.08,30.38,0.01
4081,Campaign_C,Display Ads,Loyal Customer,8687.61,44,958,0,69.36,408.68,0.05
4082,Campaign_B,Email,Loyal Customer,6028.81,52,956,0,47.52,1107.39,0.18
4083,Campaign_C,Email,New Customer,7660.46,45,1050,0,28.79,290.67,0.04
4084,Campaign_A,Search Ads,Loyal Customer,9572.58,48,984,0,31.68,610.1,0.06
4085,Campaign_A,Display Ads,Returning Customer,6475.99,57,978,0,32.02,761.39,0.12
4086,Campaign_D,Email,Returning Customer,9827.84,43,946,0,75.67,559.4,0.06
4087,Campaign_A,Social Media,New Customer,3186.46,51,972,0,41.95,696.95,0.22
4088,Campaign_A,Social Media,Returning Customer,1944.05,44,1011,0,33.02,1198.12,0.62
4089,Campaign_B,Social Media,Returning Customer,4092.77,45,991,0,89.74,343.8,0.08
4090,Campaign_D,Search Ads,Loyal Customer,4760.91,49,940,1,13.09,490.11,0.1
4091,Campaign_B,Email,Loyal Customer,8964.08,54,1018,0,76.21,789.87,0.09
4092,Campaign_C,Search Ads,Loyal Customer,5643.41,51,1027,0,96.45,1297.64,0.23
4093,Campaign_A,Display Ads,Loyal Customer,2992.59,47,1024,1,66.31,307.85,0.1
4094,Campaign_C,Display Ads,Returning Customer,7452.08,40,1020,0,59.33,787.13,0.11
4095,Campaign_B,Email,New Customer,5107.74,49,1017,0,15.53,1313.66,0.26
4096,Campaign_A,Social Media,Loyal Customer,1705.11,46,971,0,55.27,168.75,0.1
4097,Campaign_A,Email,Returning Customer,5810.52,52,991,0,42.53,1082.15,0.19
4098,Campaign_B,Email,Loyal Customer,9122.81,43,1045,0,80.03,335.59,0.04
4099,Campaign_B,Email,Returning Customer,8441.96,69,930,0,83.06,260.41,0.03
4100,Campaign_B,Search Ads,Loyal Customer,5909.42,48,1032,1,25.08,354.52,0.06
4101,Campaign_B,Display Ads,New Customer,3833.12,44,977,0,57.0,754.3,0.2
4102,Campaign_B,Email,Loyal Customer,961.09,53,1007,0,87.39,905.09,0.94
4103,Campaign_A,Email,New Customer,4749.52,41,1030,0,66.21,291.38,0.06
4104,Campaign_B,Email,Loyal Customer,7545.59,47,979,0,53.29,167.94,0.02
4105,Campaign_A,Search Ads,Loyal Customer,3666.71,41,1007,1,90.83,679.0,0.19
4106,Campaign_A,Search Ads,Loyal Customer,2430.92,41,956,0,96.98,86.1,0.04
4107,Campaign_B,Search Ads,Returning Customer,9320.66,58,1019,0,31.17,808.4,0.09
4108,Campaign_B,Email,Returning Customer,8233.4,50,994,0,26.45,1024.31,0.12
4109,Campaign_D,Social Media,New Customer,6418.93,44,1056,1,87.83,1418.69,0.22
4110,Campaign_A,Social Media,New Customer,1454.16,50,1040,0,31.87,214.41,0.15
4111,Campaign_B,Social Media,Returning Customer,1534.6,45,1057,1,86.31,649.97,0.42
4112,Campaign_B,Display Ads,New Customer,1121.87,47,1044,0,37.11,385.06,0.34
4113,Campaign_B,Email,New Customer,6201.34,40,917,0,11.73,326.85,0.05
4114,Campaign_D,Social Media,Returning Customer,1244.07,55,1034,0,47.97,779.29,0.63
4115,Campaign_D,Social Media,Returning Customer,8442.01,42,1044,0,13.63,215.16,0.03
4116,Campaign_C,Social Media,Returning Customer,9930.35,43,1011,1,28.72,23.12,0.0
4117,Campaign_A,Email,Returning Customer,3726.85,52,1037,0,53.14,243.2,0.07
4118,Campaign_C,Social Media,Loyal Customer,4591.33,55,984,0,13.46,503.27,0.11
4119,Campaign_B,Social Media,Returning Customer,7145.51,49,986,0,12.99,16.46,0.0
4120,Campaign_D,Email,New Customer,9377.81,43,969,0,23.96,1285.7,0.14
4121,Campaign_D,Display Ads,Loyal Customer,8951.53,53,995,0,51.65,875.36,0.1
4122,Campaign_C,Search Ads,Loyal Customer,670.16,54,959,0,97.66,40.74,0.06
4123,Campaign_D,Social Media,New Customer,1773.81,46,1001,0,18.41,342.92,0.19
4124,Campaign_B,Search Ads,Loyal Customer,7570.51,48,966,0,65.98,996.49,0.13
4125,Campaign_D,Display Ads,New Customer,6920.04,40,962,1,54.74,44.91,0.01
4126,Campaign_C,Display Ads,Loyal Customer,1418.86,53,970,0,15.41,565.45,0.4
4127,Campaign_B,Social Media,Loyal Customer,5070.44,52,991,0,13.07,145.0,0.03
4128,Campaign_C,Email,New Customer,7830.06,42,937,0,29.97,587.4,0.08
4129,Campaign_D,Display Ads,New Customer,2265.93,43,1005,0,71.63,1452.03,0.64
4130,Campaign_C,Search Ads,New Customer,8725.75,58,997,0,96.61,682.51,0.08
4131,Campaign_C,Search Ads,New Customer,624.42,41,987,0,60.05,920.55,1.47
4132,Campaign_A,Search Ads,Returning Customer,7843.73,51,1033,0,14.12,612.66,0.08
4133,Campaign_D,Search Ads,Returning Customer,6196.61,50,1047,0,33.22,472.53,0.08
4134,Campaign_D,Display Ads,New Customer,3220.47,50,1003,0,94.81,915.93,0.28
4135,Campaign_C,Social Media,Returning Customer,7237.23,55,1034,1,11.13,931.1,0.13
4136,Campaign_A,Social Media,New Customer,7845.42,50,941,0,64.2,923.0,0.12
4137,Campaign_D,Search Ads,New Customer,9345.6,50,980,0,26.1,40.23,0.0
4138,Campaign_B,Social Media,Loyal Customer,3740.97,49,958,0,15.96,1044.8,0.28
4139,Campaign_C,Search Ads,New Customer,6891.57,42,1029,0,32.9,1013.75,0.15
4140,Campaign_D,Search Ads,New Customer,6065.9,55,1062,0,94.33,105.2,0.02
4141,Campaign_B,Email,New Customer,5299.54,49,986,0,78.56,285.25,0.05
4142,Campaign_D,Display Ads,New Customer,8915.12,45,1018,0,25.41,780.53,0.09
4143,Campaign_B,Display Ads,Loyal Customer,131.36,47,991,0,15.91,541.17,4.12
4144,Campaign_C,Search Ads,New Customer,2892.9,41,977,0,54.38,864.02,0.3
4145,Campaign_D,Display Ads,Loyal Customer,5428.94,47,1074,0,14.74,1140.62,0.21
4146,Campaign_D,Social Media,New Customer,1865.1,69,1028,1,46.37,822.09,0.44
4147,Campaign_A,Search Ads,Loyal Customer,9087.88,54,1048,0,82.02,688.47,0.08
4148,Campaign_C,Email,Returning Customer,6511.19,48,1100,0,55.06,395.47,0.06
4149,Campaign_B,Social Media,Loyal Customer,4831.04,51,985,0,90.72,923.24,0.19
4150,Campaign_D,Email,Loyal Customer,8165.55,52,1021,0,81.21,1240.83,0.15
4151,Campaign_D,Email,New Customer,4563.77,43,954,0,59.97,393.6,0.09
4152,Campaign_B,Display Ads,Loyal Customer,5630.66,40,983,0,81.14,1182.21,0.21
4153,Campaign_C,Display Ads,Loyal Customer,127.23,48,1011,0,18.54,626.41,4.92
4154,Campaign_A,Search Ads,New Customer,3720.44,59,995,0,28.12,167.79,0.05
4155,Campaign_A,Display Ads,Returning Customer,1474.03,51,1014,0,73.04,1365.95,0.93
4156,Campaign_D,Email,Returning Customer,6927.92,45,1034,1,10.51,1022.45,0.15
4157,Campaign_B,Email,Returning Customer,4842.37,53,1004,0,10.42,1261.51,0.26
4158,Campaign_D,Social Media,Loyal Customer,3087.4,38,1000,0,44.23,982.36,0.32
4159,Campaign_B,Email,New Customer,4731.54,55,1026,0,88.04,185.3,0.04
4160,Campaign_A,Search Ads,Returning Customer,2175.34,43,982,0,98.28,812.43,0.37
4161,Campaign_C,Search Ads,Returning Customer,9258.36,50,993,0,68.49,950.44,0.1
4162,Campaign_B,Display Ads,Returning Customer,634.33,49,1013,0,95.52,391.82,0.62
4163,Campaign_A,Display Ads,Returning Customer,8667.63,43,958,0,86.29,946.35,0.11
4164,Campaign_D,Display Ads,New Customer,5162.45,44,1025,0,28.13,850.18,0.16
4165,Campaign_B,Search Ads,Returning Customer,6227.57,44,976,0,46.36,32.38,0.01
4166,Campaign_C,Email,Loyal Customer,3095.8,55,1017,0,66.14,1323.83,0.43
4167,Campaign_D,Display Ads,Loyal Customer,9670.31,46,980,0,23.62,800.78,0.08
4168,Campaign_D,Social Media,New Customer,2890.32,58,1043,0,38.18,876.55,0.3
4169,Campaign_A,Display Ads,Returning Customer,5929.89,45,1000,0,78.07,227.0,0.04
4170,Campaign_B,Search Ads,Returning Customer,9934.83,47,1029,0,41.02,1205.98,0.12
4171,Campaign_D,Display Ads,Loyal Customer,8822.83,63,1052,0,93.33,797.21,0.09
4172,Campaign_C,Email,New Customer,5409.67,51,1022,0,46.61,132.81,0.02
4173,Campaign_B,Display Ads,Loyal Customer,9904.71,56,978,0,29.78,1051.38,0.11
4174,Campaign_C,Search Ads,New Customer,7043.56,53,999,0,28.91,733.4,0.1
4175,Campaign_D,Search Ads,New Customer,2166.13,49,1014,0,71.85,501.99,0.23
4176,Campaign_C,Social Media,New Customer,4115.4,44,944,0,43.13,1382.37,0.34
4177,Campaign_A,Search Ads,Loyal Customer,3411.48,60,1020,0,31.35,1231.92,0.36
4178,Campaign_C,Social Media,New Customer,3505.74,51,1015,0,72.45,64.19,0.02
4179,Campaign_B,Email,Loyal Customer,7628.52,48,1035,0,47.93,1047.94,0.14
4180,Campaign_C,Search Ads,Loyal Customer,5884.2,57,1018,0,86.14,258.2,0.04
4181,Campaign_C,Display Ads,Returning Customer,477.12,52,991,1,59.41,25.02,0.05
4182,Campaign_A,Email,Loyal Customer,8786.74,44,977,0,97.5,327.96,0.04
4183,Campaign_C,Display Ads,Loyal Customer,3038.28,46,1000,0,43.7,71.63,0.02
4184,Campaign_C,Display Ads,Returning Customer,9971.04,50,988,1,35.39,957.35,0.1
4185,Campaign_D,Display Ads,Returning Customer,9546.49,43,974,0,68.01,1136.18,0.12
4186,Campaign_D,Email,Returning Customer,9411.25,46,1036,0,73.75,267.22,0.03
4187,Campaign_B,Email,New Customer,8130.16,64,1015,0,11.53,314.03,0.04
4188,Campaign_D,Search Ads,New Customer,2284.07,43,1012,1,70.24,201.09,0.09
4189,Campaign_D,Display Ads,Returning Customer,5373.06,59,1012,0,26.29,843.55,0.16
4190,Campaign_D,Social Media,New Customer,2320.6,69,1045,0,96.3,734.01,0.32
4191,Campaign_D,Search Ads,Returning Customer,2670.79,44,1031,0,61.84,9.23,0.0
4192,Campaign_A,Email,New Customer,6148.42,41,1005,0,21.4,554.45,0.09
4193,Campaign_D,Social Media,Loyal Customer,504.25,58,981,0,14.74,132.07,0.26
4194,Campaign_A,Email,New Customer,9697.64,50,1005,1,89.16,868.48,0.09
4195,Campaign_A,Social Media,New Customer,9194.86,36,1022,0,86.56,710.68,0.08
4196,Campaign_D,Search Ads,Loyal Customer,3869.6,50,986,0,49.07,688.34,0.18
4197,Campaign_C,Social Media,Returning Customer,5202.68,50,974,0,17.87,1102.7,0.21
4198,Campaign_A,Search Ads,New Customer,4714.58,40,986,0,45.1,689.05,0.15
4199,Campaign_C,Email,New Customer,8833.78,42,977,0,78.45,729.27,0.08
4200,Campaign_C,Social Media,Loyal Customer,6917.16,56,950,0,69.53,948.95,0.14
4201,Campaign_D,Display Ads,Loyal Customer,2853.3,59,994,0,87.86,452.03,0.16
4202,Campaign_B,Display Ads,Loyal Customer,4523.73,43,1029,0,77.61,1406.11,0.31
4203,Campaign_D,Email,Loyal Customer,4346.76,56,985,0,39.71,422.22,0.1
4204,Campaign_B,Social Media,Returning Customer,9597.42,50,1012,0,40.7,1370.66,0.14
4205,Campaign_B,Display Ads,New Customer,1835.58,62,973,0,68.3,1220.52,0.66
4206,Campaign_D,Search Ads,New Customer,986.81,41,983,0,37.92,1359.37,1.38
4207,Campaign_D,Social Media,New Customer,8818.13,45,988,0,88.09,274.92,0.03
4208,Campaign_B,Social Media,New Customer,8977.19,47,992,0,39.49,346.9,0.04
4209,Campaign_D,Display Ads,Returning Customer,8730.22,39,1023,1,54.0,1271.73,0.15
4210,Campaign_B,Search Ads,New Customer,5158.67,62,997,1,13.89,1435.76,0.28
4211,Campaign_C,Search Ads,Returning Customer,6631.47,49,983,0,20.63,1129.81,0.17
4212,Campaign_D,Search Ads,Returning Customer,5677.29,42,1006,0,21.87,957.01,0.17
4213,Campaign_C,Social Media,Loyal Customer,787.53,46,970,0,40.97,1214.11,1.54
4214,Campaign_A,Email,Loyal Customer,5998.77,48,1028,0,20.5,62.4,0.01
4215,Campaign_C,Social Media,New Customer,234.78,45,988,1,51.14,1281.51,5.46
4216,Campaign_C,Social Media,Returning Customer,3317.38,66,996,0,34.22,421.69,0.13
4217,Campaign_B,Display Ads,Loyal Customer,9329.7,59,1021,0,34.52,84.98,0.01
4218,Campaign_C,Email,Returning Customer,3110.05,66,997,0,50.1,1022.4,0.33
4219,Campaign_D,Search Ads,Loyal Customer,9404.28,49,947,0,86.85,1129.18,0.12
4220,Campaign_B,Display Ads,Returning Customer,2576.33,49,966,0,78.56,940.77,0.37
4221,Campaign_A,Social Media,New Customer,3214.17,70,1001,0,89.54,525.21,0.16
4222,Campaign_D,Email,New Customer,6321.23,53,1017,0,99.12,175.81,0.03
4223,Campaign_A,Search Ads,Returning Customer,7640.11,58,989,0,11.0,1153.49,0.15
4224,Campaign_C,Search Ads,Loyal Customer,5063.74,43,963,1,72.33,71.04,0.01
4225,Campaign_D,Social Media,Loyal Customer,8832.95,55,962,1,20.78,1139.55,0.13
4226,Campaign_D,Search Ads,New Customer,498.38,56,1016,0,94.31,1436.17,2.88
4227,Campaign_A,Search Ads,New Customer,9229.73,52,997,0,30.42,1495.22,0.16
4228,Campaign_D,Email,New Customer,2043.45,40,972,0,41.5,594.46,0.29
4229,Campaign_D,Display Ads,Loyal Customer,8853.96,55,974,0,98.11,162.99,0.02
4230,Campaign_D,Email,Loyal Customer,4068.55,53,992,1,88.05,141.8,0.03
4231,Campaign_C,Display Ads,New Customer,8344.29,54,1018,0,14.25,737.3,0.09
4232,Campaign_A,Display Ads,Returning Customer,6749.49,45,1035,0,14.22,1187.63,0.18
4233,Campaign_D,Display Ads,Loyal Customer,1841.82,52,980,0,83.7,71.82,0.04
4234,Campaign_B,Search Ads,New Customer,9188.67,49,1039,0,16.33,252.49,0.03
4235,Campaign_B,Email,Returning Customer,2530.62,46,988,0,86.66,882.93,0.35
4236,Campaign_B,Search Ads,Loyal Customer,2516.99,56,1028,0,93.22,128.19,0.05
4237,Campaign_B,Social Media,Returning Customer,8160.37,38,985,0,12.15,1317.62,0.16
4238,Campaign_C,Email,Returning Customer,1148.15,59,991,0,29.8,754.65,0.66
4239,Campaign_D,Display Ads,Loyal Customer,2298.16,50,983,1,12.09,580.25,0.25
4240,Campaign_A,Search Ads,New Customer,5086.41,60,976,1,16.55,19.85,0.0
4241,Campaign_D,Search Ads,Returning Customer,8321.72,55,1002,0,58.07,169.48,0.02
4242,Campaign_C,Email,New Customer,1560.09,43,985,0,75.71,1241.41,0.8
4243,Campaign_B,Email,Loyal Customer,5521.92,43,980,0,53.15,1048.44,0.19
4244,Campaign_C,Display Ads,Returning Customer,7141.28,50,1002,0,44.74,30.58,0.0
4245,Campaign_D,Display Ads,Returning Customer,8619.89,49,1020,1,28.6,1460.96,0.17
4246,Campaign_A,Social Media,Returning Customer,9362.1,44,936,0,31.29,529.88,0.06
4247,Campaign_C,Display Ads,Returning Customer,7867.94,46,965,0,62.42,909.59,0.12
4248,Campaign_A,Search Ads,Returning Customer,6563.0,51,999,0,87.02,1083.9,0.17
4249,Campaign_C,Social Media,Loyal Customer,4392.84,44,1001,0,46.41,1434.78,0.33
4250,Campaign_A,Social Media,Returning Customer,1209.89,56,1002,0,94.57,1335.65,1.1
4251,Campaign_A,Social Media,Loyal Customer,7126.4,45,1085,1,14.69,896.12,0.13
4252,Campaign_B,Email,New Customer,9928.1,59,993,0,84.63,209.03,0.02
4253,Campaign_A,Display Ads,Loyal Customer,7393.93,42,1045,0,40.48,1267.53,0.17
4254,Campaign_B,Social Media,Returning Customer,265.44,56,1032,0,88.19,1225.13,4.62
4255,Campaign_D,Email,New Customer,5012.97,48,1048,0,92.75,958.71,0.19
4256,Campaign_D,Email,Loyal Customer,6185.0,45,995,0,73.04,1483.85,0.24
4257,Campaign_B,Social Media,Loyal Customer,6927.77,54,1035,0,41.95,792.45,0.11
4258,Campaign_B,Social Media,Loyal Customer,7225.29,44,1030,1,51.12,320.6,0.04
4259,Campaign_C,Search Ads,Returning Customer,5625.27,52,998,0,59.66,380.65,0.07
4260,Campaign_C,Social Media,Returning Customer,2311.27,45,940,0,51.59,609.91,0.26
4261,Campaign_C,Search Ads,Loyal Customer,9427.79,43,1080,0,81.2,634.06,0.07
4262,Campaign_D,Social Media,Loyal Customer,6997.0,55,1003,0,79.44,1246.73,0.18
4263,Campaign_C,Social Media,New Customer,2444.72,45,985,0,11.14,1330.42,0.54
4264,Campaign_A,Display Ads,Returning Customer,3290.99,37,958,1,23.65,574.11,0.17
4265,Campaign_A,Social Media,Returning Customer,9227.08,44,1007,1,42.72,1417.95,0.15
4266,Campaign_C,Social Media,New Customer,8886.1,57,1009,0,70.52,1392.13,0.16
4267,Campaign_A,Search Ads,Loyal Customer,4110.95,51,1035,1,30.67,615.86,0.15
4268,Campaign_D,Search Ads,Loyal Customer,479.24,49,1020,0,39.05,1302.1,2.72
4269,Campaign_A,Display Ads,New Customer,580.12,43,994,0,51.59,169.23,0.29
4270,Campaign_D,Social Media,Loyal Customer,2910.79,56,1042,0,63.06,766.85,0.26
4271,Campaign_B,Social Media,Loyal Customer,6328.31,48,1003,0,91.16,1069.01,0.17
4272,Campaign_B,Search Ads,New Customer,5883.53,45,988,0,82.42,518.35,0.09
4273,Campaign_B,Email,New Customer,6374.9,53,1011,0,42.33,34.64,0.01
4274,Campaign_B,Email,New Customer,7201.1,54,1026,1,79.12,83.2,0.01
4275,Campaign_A,Email,Loyal Customer,288.42,53,988,1,84.94,1341.84,4.65
4276,Campaign_C,Search Ads,New Customer,1140.35,45,1030,0,57.01,777.74,0.68
4277,Campaign_A,Search Ads,Loyal Customer,3658.89,48,993,1,36.64,228.44,0.06
4278,Campaign_D,Email,Returning Customer,1633.11,56,996,0,94.88,1353.18,0.83
4279,Campaign_A,Email,Returning Customer,845.67,50,1001,1,96.6,1413.28,1.67
4280,Campaign_A,Social Media,New Customer,6445.55,57,1038,0,30.21,489.1,0.08
4281,Campaign_D,Search Ads,Loyal Customer,8171.83,37,989,1,80.66,878.98,0.11
4282,Campaign_B,Search Ads,Loyal Customer,7551.0,48,1021,0,13.76,488.7,0.06
4283,Campaign_B,Email,Loyal Customer,8188.69,55,1025,1,10.21,1087.89,0.13
4284,Campaign_B,Email,New Customer,6691.98,43,1008,0,41.64,1421.9,0.21
4285,Campaign_C,Display Ads,Loyal Customer,7379.92,41,995,1,51.63,41.79,0.01
4286,Campaign_D,Search Ads,Loyal Customer,2790.61,46,990,1,59.17,706.31,0.25
4287,Campaign_D,Display Ads,Loyal Customer,9930.78,45,1035,0,44.04,1198.61,0.12
4288,Campaign_A,Social Media,Returning Customer,1913.34,41,915,1,21.59,1033.76,0.54
4289,Campaign_C,Display Ads,Loyal Customer,2223.49,44,983,0,41.03,273.35,0.12
4290,Campaign_B,Email,Returning Customer,2960.33,49,1042,1,83.96,588.29,0.2
4291,Campaign_C,Search Ads,Loyal Customer,9755.79,42,984,0,40.21,702.42,0.07
4292,Campaign_D,Search Ads,Loyal Customer,9884.06,61,999,0,63.31,1117.46,0.11
4293,Campaign_D,Display Ads,Loyal Customer,7969.45,39,994,0,71.28,688.65,0.09
4294,Campaign_A,Display Ads,Returning Customer,6327.67,66,987,0,75.92,470.98,0.07
4295,Campaign_A,Social Media,Loyal Customer,5248.62,47,984,0,53.92,622.5,0.12
4296,Campaign_D,Social Media,New Customer,9709.15,54,997,0,21.31,1450.33,0.15
4297,Campaign_B,Email,Loyal Customer,6986.67,56,964,1,91.05,70.15,0.01
4298,Campaign_B,Email,Returning Customer,9452.83,45,958,0,33.43,500.69,0.05
4299,Campaign_C,Email,Returning Customer,3233.85,41,991,0,40.51,296.96,0.09
4300,Campaign_D,Display Ads,New Customer,3404.37,52,1037,0,79.64,600.76,0.18
4301,Campaign_D,Display Ads,New Customer,8561.77,37,999,0,78.72,878.63,0.1
4302,Campaign_B,Search Ads,New Customer,1583.56,48,999,0,90.67,291.42,0.18
4303,Campaign_B,Email,Returning Customer,9464.69,51,1032,0,13.04,639.74,0.07
4304,Campaign_D,Display Ads,Loyal Customer,5124.0,42,1021,1,88.71,1241.78,0.24
4305,Campaign_A,Search Ads,Loyal Customer,9271.5,44,1002,0,81.3,963.19,0.1
4306,Campaign_D,Email,New Customer,3434.25,51,991,0,57.26,1018.86,0.3
4307,Campaign_D,Social Media,New Customer,7187.99,48,952,0,24.35,1410.55,0.2
4308,Campaign_B,Social Media,Loyal Customer,4880.46,38,976,0,59.05,613.44,0.13
4309,Campaign_B,Display Ads,New Customer,6305.36,50,996,0,27.45,1497.01,0.24
4310,Campaign_A,Search Ads,Loyal Customer,5093.29,52,1003,0,96.85,573.07,0.11
4311,Campaign_A,Social Media,Loyal Customer,9674.44,38,1023,0,73.79,274.03,0.03
4312,Campaign_C,Search Ads,Loyal Customer,6951.84,56,1032,0,63.66,1211.23,0.17
4313,Campaign_D,Search Ads,Loyal Customer,2588.06,54,969,0,83.2,764.96,0.3
4314,Campaign_B,Social Media,Returning Customer,9105.8,49,961,0,57.92,517.42,0.06
4315,Campaign_A,Search Ads,Loyal Customer,3010.89,48,1020,1,15.42,369.49,0.12
4316,Campaign_C,Social Media,New Customer,3778.89,33,1009,0,33.31,1232.24,0.33
4317,Campaign_C,Display Ads,New Customer,1111.02,55,979,0,98.35,846.0,0.76
4318,Campaign_B,Email,New Customer,9009.67,37,1010,0,86.57,936.62,0.1
4319,Campaign_B,Email,New Customer,2932.51,63,1035,0,93.47,693.4,0.24
4320,Campaign_C,Display Ads,Returning Customer,2663.28,48,998,0,18.8,321.7,0.12
4321,Campaign_A,Social Media,Loyal Customer,9210.6,53,972,0,32.32,506.37,0.05
4322,Campaign_C,Social Media,Loyal Customer,8074.72,42,1026,1,15.69,193.06,0.02
4323,Campaign_D,Social Media,New Customer,1496.68,63,966,1,83.99,511.78,0.34
4324,Campaign_D,Social Media,New Customer,7716.31,61,982,0,25.65,1369.05,0.18
4325,Campaign_B,Display Ads,New Customer,9139.03,57,993,0,46.9,862.29,0.09
4326,Campaign_A,Email,Loyal Customer,877.26,46,999,1,34.26,69.3,0.08
4327,Campaign_A,Search Ads,Returning Customer,8269.63,48,1041,0,93.73,1146.23,0.14
4328,Campaign_D,Search Ads,Returning Customer,5519.46,43,966,0,64.75,1151.49,0.21
4329,Campaign_C,Email,Returning Customer,6725.05,52,986,0,81.96,1139.24,0.17
4330,Campaign_B,Display Ads,Returning Customer,4979.26,48,987,0,64.19,924.8,0.19
4331,Campaign_C,Search Ads,New Customer,7008.25,49,981,0,65.13,47.27,0.01
4332,Campaign_C,Email,Loyal Customer,437.57,59,1040,0,44.46,573.96,1.31
4333,Campaign_C,Display Ads,New Customer,7650.8,47,983,0,31.51,487.91,0.06
4334,Campaign_A,Search Ads,Returning Customer,430.1,56,996,0,41.35,31.7,0.07
4335,Campaign_D,Social Media,New Customer,4607.47,40,963,0,36.54,128.5,0.03
4336,Campaign_A,Social Media,Returning Customer,1594.55,44,1006,0,72.21,630.64,0.4
4337,Campaign_D,Display Ads,Loyal Customer,8253.39,50,1007,0,48.03,1321.15,0.16
4338,Campaign_B,Social Media,Returning Customer,3205.24,49,989,0,59.51,1442.61,0.45
4339,Campaign_B,Display Ads,New Customer,4595.53,53,1016,0,79.38,1115.14,0.24
4340,Campaign_C,Email,Loyal Customer,4344.63,56,1058,0,33.99,338.44,0.08
4341,Campaign_D,Email,Returning Customer,7747.77,70,1018,0,48.13,1382.58,0.18
4342,Campaign_D,Search Ads,Returning Customer,4863.33,51,1004,1,56.75,1466.97,0.3
4343,Campaign_D,Display Ads,Loyal Customer,7910.69,48,971,0,14.84,645.37,0.08
4344,Campaign_C,Search Ads,New Customer,827.73,54,976,0,23.7,782.85,0.95
4345,Campaign_C,Search Ads,Loyal Customer,1996.78,52,993,1,15.72,519.01,0.26
4346,Campaign_B,Email,New Customer,5560.19,60,992,0,77.7,1278.07,0.23
4347,Campaign_A,Search Ads,Returning Customer,9476.17,42,1034,0,36.99,446.52,0.05
4348,Campaign_D,Social Media,Returning Customer,840.1,45,1008,0,48.03,163.06,0.19
4349,Campaign_D,Search Ads,Loyal Customer,526.53,47,977,0,70.51,684.0,1.3
4350,Campaign_A,Display Ads,Returning Customer,1649.85,51,1003,0,96.98,254.3,0.15
4351,Campaign_D,Social Media,Loyal Customer,6447.42,52,997,0,82.99,646.43,0.1
4352,Campaign_C,Email,Returning Customer,4050.03,55,954,0,15.2,878.14,0.22
4353,Campaign_C,Display Ads,Returning Customer,8272.97,45,1013,1,37.52,1203.9,0.15
4354,Campaign_D,Social Media,New Customer,812.14,51,991,0,14.42,1037.98,1.28
4355,Campaign_C,Display Ads,Loyal Customer,2044.5,45,981,0,15.55,1107.83,0.54
4356,Campaign_C,Social Media,Loyal Customer,3070.26,51,1008,0,21.47,885.78,0.29
4357,Campaign_D,Display Ads,Returning Customer,6304.63,53,977,0,38.9,122.05,0.02
4358,Campaign_B,Display Ads,New Customer,6883.21,46,989,0,30.83,1320.04,0.19
4359,Campaign_A,Social Media,New Customer,1329.61,56,1033,0,41.7,1047.22,0.79
4360,Campaign_C,Email,Loyal Customer,9443.67,61,996,0,83.98,1184.83,0.13
4361,Campaign_B,Email,Loyal Customer,3476.34,51,1034,0,81.79,1411.39,0.41
4362,Campaign_C,Display Ads,Returning Customer,7160.37,52,979,0,41.57,1452.2,0.2
4363,Campaign_C,Display Ads,Loyal Customer,5289.66,48,1016,0,69.38,1445.23,0.27
4364,Campaign_A,Email,Returning Customer,2305.31,40,1003,0,43.54,404.38,0.18
4365,Campaign_C,Email,New Customer,8477.66,33,1035,0,44.74,1277.43,0.15
4366,Campaign_A,Search Ads,Loyal Customer,8200.56,48,974,1,70.82,1438.0,0.18
4367,Campaign_A,Email,New Customer,4021.11,51,989,0,44.59,1059.48,0.26
4368,Campaign_A,Display Ads,New Customer,5927.22,52,962,0,59.43,1073.88,0.18
4369,Campaign_B,Social Media,Returning Customer,2652.47,38,998,1,20.37,1326.3,0.5
4370,Campaign_D,Email,New Customer,6929.53,53,1003,0,58.49,431.32,0.06
