date,department,region,employees,operational_cost,marketing_spend,customer_satisfaction,new_customers,customer_retention_rate,sales_volume,revenue
2021-10-01,Marketing,Central,80,31093.1,30068.93,3.84,47,0.72,219899.86,203329.92
2022-12-01,Finance,Central,54,63370.88,58606.75,3.31,42,0.66,170900.53,148581.8
2023-11-01,Marketing,North,11,57220.99,38329.23,3.69,54,0.6,129504.15,129279.12
2022-11-01,Sales,Central,85,80966.02,28001.01,4.93,49,0.84,263226.45,274145.76
2022-05-01,Operations,West,72,48748.57,49838.31,4.75,62,0.9,203465.69,205560.35
2021-01-01,Customer Support,East,57,49565.36,47221.44,4.48,53,0.72,202890.1,192229.89
2023-07-01,Finance,South,41,37645.23,15670.19,4.57,45,0.79,194064.87,184760.75
2023-07-01,Sales,Central,87,51511.03,17724.85,4.34,43,0.81,286825.67,282653.98
2023-10-01,Marketing,South,58,23993.16,27938.2,3.24,61,0.69,147586.34,143468.78
2021-09-01,Marketing,North,94,21683.46,42757.87,3.23,58,0.77,163175.06,163447.53
2022-10-01,Sales,East,59,41849.05,24202.86,4.07,41,0.83,223446.4,198982.99
2022-01-01,Finance,Central,79,50994.8,19801.47,4.19,60,0.91,251405.78,268646.67
2023-01-01,Customer Support,South,35,41195.57,38140.53,4.94,49,0.88,141863.05,142157.51
2022-06-01,Finance,Central,69,41322.47,10703.18,3.9,34,0.9,227314.31,224819.45
2021-12-01,Operations,North,97,27375.46,26487.32,4.83,40,0.95,213637.23,213492.92
2022-05-01,Finance,South,93,59473.35,19261.79,4.98,48,0.69,201555.93,208197.34
2022-03-01,Operations,South,63,39310.07,29917.68,4.69,45,0.85,296116.55,297216.61
2022-03-01,Marketing,East,51,74893.07,20523.02,3.8,49,0.8,100840.94,95355.21
2022-03-01,Operations,East,53,48961.25,28482.63,4.51,59,0.81,135952.22,141800.14
2022-01-01,Customer Support,South,22,34228.45,34215.08,4.09,39,0.7,263457.43,279909.26
2022-05-01,Sales,East,7,15414.41,31297.67,3.4,48,0.9,196533.08,200572.08
2023-08-01,Operations,South,22,31577.82,24627.43,3.26,46,0.88,279105.28,282888.71
2021-09-01,Finance,West,62,49049.09,26581.22,3.14,43,0.89,304764.21,310991.34
2022-08-01,Operations,Central,75,14355.28,52545.51,3.65,55,0.95,236606.16,236318.81
2023-02-01,Marketing,West,96,38111.89,38828.35,4.38,51,0.71,193598.28,207184.19
2023-03-01,Operations,West,85,42018.19,27681.07,4.83,41,0.94,269371.14,269480.79
2022-09-01,Customer Support,Central,29,38897.09,31783.23,3.64,55,0.67,233687.77,251698.17
2022-06-01,Operations,South,22,41232.42,34515.06,4.06,40,0.63,127909.66,132036.9
2022-01-01,Customer Support,South,56,43019.32,22380.79,3.94,57,0.6,237421.45,229729.41
2022-04-01,Finance,East,47,38222.97,30021.58,3.22,45,0.68,350301.73,358858.22
2021-09-01,Marketing,North,71,72049.03,19266.45,4.52,49,0.71,222417.99,225150.76
2021-12-01,Sales,South,93,40748.85,20062.89,4.04,41,0.71,190434.0,187187.82
2022-07-01,Finance,Central,11,10577.7,38754.38,4.83,51,0.93,174957.54,186121.15
2021-07-01,Finance,North,78,25456.01,40055.82,4.67,40,0.71,183015.82,173104.09
2023-11-01,Sales,Central,48,59028.84,41533.56,3.56,54,0.83,187373.42,172469.56
2022-06-01,Operations,Central,48,56756.61,29284.44,3.63,52,0.94,191339.1,191390.19
2022-04-01,Operations,Central,55,42123.03,25066.37,4.07,53,0.7,184282.39,182087.99
2021-04-01,Operations,North,87,28830.25,30106.3,3.25,52,0.94,255218.24,248938.0
2023-01-01,Marketing,West,83,60672.14,12094.96,3.5,56,0.87,222231.2,198726.31
2023-08-01,Finance,Central,89,26193.45,43878.86,4.64,56,0.88,253280.66,278409.49
2022-01-01,Customer Support,East,25,55604.4,2909.68,3.31,35,0.8,152460.91,139562.28
2022-05-01,Sales,South,41,43563.01,39730.65,4.09,49,0.87,196957.04,198085.14
2021-06-01,Finance,South,32,57494.39,20105.38,3.79,58,0.81,203243.58,211198.88
2022-07-01,Operations,South,36,42402.15,29919.06,3.4,52,0.77,173825.16,171231.22
2022-01-01,Sales,North,61,71904.06,21488.78,4.94,60,0.9,186898.03,184266.02
2023-02-01,Customer Support,East,45,22326.63,21641.38,4.65,45,0.89,131002.53,134345.25
2022-02-01,Finance,East,58,58629.54,5595.44,3.53,55,0.74,152319.83,153223.77
2023-07-01,Finance,East,31,44808.18,17301.92,4.57,58,0.61,234207.93,229967.73
2021-04-01,Marketing,East,91,39442.09,39104.09,3.01,53,0.92,234399.0,224165.17
2021-08-01,Finance,East,78,68827.58,17752.1,3.56,42,0.87,135720.98,141109.92
2023-01-01,Finance,West,44,34735.99,17327.46,3.22,52,0.9,185178.28,180232.82
2022-01-01,Customer Support,East,45,53512.01,28919.42,3.85,43,0.61,151293.76,144225.6
2023-08-01,Customer Support,East,74,51830.55,6716.19,4.28,51,0.91,159188.03,146771.15
2023-04-01,Sales,North,28,31544.9,26492.17,3.34,49,0.76,90585.16,95794.95
2023-06-01,Operations,North,22,62383.33,32584.73,3.48,62,0.92,142455.38,144196.93
2021-03-01,Customer Support,East,78,80315.68,33709.85,3.79,35,0.84,153915.24,148910.4
2023-04-01,Sales,West,60,74295.4,19625.93,4.26,44,0.75,211415.49,218845.15
2021-03-01,Finance,East,19,55957.08,42079.14,3.62,57,0.64,211801.3,185328.27
2023-10-01,Sales,East,76,46579.85,40212.51,4.2,47,0.8,195041.18,171800.58
2022-04-01,Sales,East,39,62244.32,12723.73,3.7,58,0.85,241654.21,260490.8
2022-10-01,Sales,Central,31,64520.52,37144.16,3.52,65,0.92,242597.47,221057.41
2023-08-01,Sales,West,93,51364.52,31515.87,4.71,51,0.91,222251.42,235852.13
2021-08-01,Customer Support,South,7,14154.09,35099.34,3.77,63,0.69,214064.25,230404.64
2021-08-01,Operations,East,25,26655.61,23837.58,4.84,72,0.63,130951.75,135796.81
2021-06-01,Sales,South,43,56894.95,17070.65,3.61,47,0.76,234817.39,208578.91
2022-02-01,Marketing,West,36,54870.39,28512.89,4.09,40,0.7,235150.31,215567.36
2023-08-01,Finance,East,54,43070.93,33782.42,3.11,57,0.71,206813.33,185699.52
2023-11-01,Finance,South,89,54118.4,33965.54,4.36,36,0.83,247520.67,255043.88
2021-10-01,Finance,South,13,28034.39,33425.42,4.59,44,0.86,160345.04,160495.42
2021-03-01,Finance,West,54,47313.39,19245.78,4.94,64,0.86,205664.68,225626.76
2021-12-01,Finance,East,5,44960.24,43705.88,4.67,45,0.89,194199.39,191431.75
2023-07-01,Sales,Central,8,20539.12,41927.42,3.63,56,0.62,279233.94,258546.14
2023-05-01,Operations,West,8,51309.26,32466.39,4.11,41,0.94,182033.67,162189.96
2021-05-01,Marketing,Central,94,27118.16,20469.6,4.18,54,0.72,186040.62,189040.95
2023-01-01,Customer Support,East,38,63137.79,32625.52,3.11,43,0.73,209272.46,204307.77
2023-07-01,Marketing,South,31,55020.9,25721.65,3.15,48,0.82,247228.76,224545.72
2022-09-01,Customer Support,West,19,39977.14,26477.36,3.65,32,0.68,131763.41,118833.55
2022-08-01,Customer Support,West,36,34733.6,36705.63,4.49,52,0.84,231112.25,249374.24
2022-10-01,Marketing,West,45,29123.46,25808.93,3.57,48,0.69,139657.56,149245.51
2021-04-01,Sales,North,75,42860.64,44141.12,4.75,52,0.85,208903.94,185398.84
2022-01-01,Finance,East,65,61588.45,36305.17,4.29,54,0.89,124451.86,124329.45
2022-08-01,Sales,North,67,44922.67,40078.45,3.94,55,0.92,175861.1,173260.68
2022-01-01,Finance,West,65,47419.08,21035.16,4.08,58,0.74,222101.91,226846.04
2022-05-01,Operations,West,18,33421.09,23827.85,3.66,51,0.88,175390.4,158935.58
2023-12-01,Customer Support,Central,27,42423.87,17563.16,4.95,53,0.76,254560.69,251384.82
2023-09-01,Marketing,North,69,46613.01,43202.53,3.35,50,0.69,229447.69,222928.84
2021-01-01,Operations,South,36,51861.66,58793.84,4.72,43,0.86,181641.64,160900.35
2022-03-01,Finance,East,45,47360.72,35204.71,4.36,43,0.7,255939.66,273590.82
2022-01-01,Sales,South,30,56731.29,32590.56,4.42,45,0.66,240764.25,211571.68
2022-05-01,Marketing,South,52,59824.27,25230.06,4.67,57,0.64,244641.64,220644.78
2022-12-01,Customer Support,East,77,72926.95,46167.97,3.27,42,0.74,240505.08,232083.81
2021-08-01,Operations,West,20,53298.63,29552.17,4.39,47,0.86,145749.12,126775.41
2023-03-01,Customer Support,Central,35,56312.38,23522.46,4.55,44,0.88,210451.07,226564.91
2022-11-01,Finance,West,70,42160.62,15236.08,4.97,59,0.89,224080.18,203922.04
2021-08-01,Customer Support,West,36,73080.38,19552.39,4.5,56,0.75,260438.46,260777.78
2021-08-01,Sales,North,14,42944.02,30702.49,4.9,62,0.61,148329.12,143662.28
2023-02-01,Operations,South,29,59030.66,11669.64,4.7,57,0.66,265393.59,242254.51
2022-01-01,Operations,South,86,42606.67,17736.6,4.75,50,0.67,217378.77,232623.23
2023-04-01,Sales,South,97,47833.33,46632.6,4.83,53,0.78,162557.93,159952.05
2023-01-01,Customer Support,Central,49,50299.57,38293.93,4.06,54,0.92,174699.34,176251.78
2022-04-01,Sales,Central,28,20696.81,26747.79,4.42,51,0.65,298623.83,318429.36
2021-02-01,Marketing,Central,7,52975.9,39430.39,3.25,55,0.61,147304.83,143051.57
2022-06-01,Sales,East,66,48796.4,22349.58,3.71,53,0.6,186890.79,174645.94
2022-05-01,Customer Support,Central,83,39892.07,37794.88,4.76,45,0.92,177675.6,168502.81
2023-06-01,Sales,North,71,34931.02,26370.77,4.96,43,0.89,224692.02,238960.31
2022-01-01,Finance,North,59,40389.52,49693.02,3.22,54,0.94,169578.16,174856.19
2023-08-01,Sales,West,99,34060.19,18623.77,4.17,60,0.85,244811.83,222533.15
2023-05-01,Sales,West,14,42493.69,45303.1,4.47,37,0.81,273056.45,272500.57
2023-06-01,Customer Support,West,59,39957.9,28720.5,4.03,47,0.64,82808.08,84869.86
2022-06-01,Marketing,West,26,44773.89,11217.32,3.47,51,0.8,117606.23,106707.25
2022-01-01,Marketing,North,18,61422.65,33093.0,3.08,43,0.88,266938.63,264781.15
2022-09-01,Customer Support,West,77,36363.33,36989.06,4.9,47,0.9,203654.86,200906.46
2023-06-01,Customer Support,North,86,41247.85,44992.55,3.47,47,0.9,274323.17,254260.67
2022-09-01,Customer Support,Central,12,51749.63,37613.88,3.6,42,0.71,229005.58,228996.98
2022-05-01,Finance,Central,19,35295.5,20698.54,4.29,51,0.67,192054.61,184620.57
2022-07-01,Operations,East,19,61431.04,40382.52,3.86,52,0.65,114657.27,100513.57
2022-03-01,Sales,West,56,35526.74,30540.27,3.85,60,0.83,127226.36,125625.98
2021-09-01,Customer Support,Central,74,52015.99,14187.8,3.17,42,0.62,251334.16,251985.32
2021-10-01,Customer Support,Central,58,65929.86,29155.98,4.98,54,0.9,261843.94,252582.87
2023-07-01,Customer Support,South,80,35245.89,18232.82,3.57,52,0.88,203538.94,220145.1
2022-11-01,Marketing,South,46,38005.11,28602.69,3.22,55,0.6,125602.88,133911.61
2023-06-01,Customer Support,North,23,43236.59,37284.89,4.36,53,0.81,286487.01,276279.3
2023-09-01,Sales,East,44,50287.63,18734.62,4.5,52,0.82,302710.26,283005.44
2021-09-01,Customer Support,South,73,48046.35,32942.36,3.05,52,0.92,259380.28,275488.32
2021-01-01,Sales,East,31,49742.93,40833.08,3.54,48,0.79,232146.43,222582.83
2023-11-01,Finance,Central,78,57593.14,23750.57,3.39,51,0.62,229870.45,215760.65
2021-11-01,Operations,North,47,47191.29,27157.41,4.58,62,0.84,99116.05,106826.24
2023-10-01,Marketing,East,56,28017.71,40684.07,3.37,70,0.72,283982.57,284270.14
2022-04-01,Sales,South,50,69102.32,41139.83,3.47,50,0.78,293989.81,306529.94
2021-09-01,Finance,Central,18,56470.61,18414.7,4.97,44,0.68,267993.35,237921.12
2023-08-01,Operations,West,68,30892.83,19593.58,4.4,43,0.9,122150.77,111835.73
2022-03-01,Operations,Central,65,47235.34,37903.04,3.78,44,0.81,260255.39,254098.75
2021-12-01,Operations,South,62,61780.43,27689.28,4.51,51,0.86,183818.12,183894.5
2023-09-01,Sales,South,53,36373.05,28448.72,3.93,47,0.65,198226.61,195908.87
2022-02-01,Finance,West,83,63866.4,12425.51,3.43,46,0.8,126352.08,119706.62
2021-08-01,Customer Support,Central,33,35474.16,25386.78,3.98,57,0.71,109250.0,105588.76
2021-08-01,Finance,East,30,56446.09,28365.51,4.54,43,0.61,108719.28,102483.34
2023-03-01,Finance,East,31,11576.28,37230.76,3.36,45,0.86,182113.42,196083.26
2021-12-01,Finance,Central,71,64148.4,26274.05,3.97,44,0.94,101640.13,99867.68
2021-01-01,Sales,East,71,21700.06,37260.67,3.24,53,0.85,155126.32,147206.95
2021-11-01,Sales,Central,39,67867.53,28276.85,4.69,56,0.63,195121.81,197549.15
2023-07-01,Sales,Central,64,32513.86,42558.01,4.64,48,0.82,192131.35,197888.85
2022-05-01,Finance,South,65,78253.04,29856.15,4.35,46,0.89,189501.79,165931.02
2023-09-01,Sales,North,74,51543.73,24843.85,4.84,49,0.66,184427.09,194782.39
2023-08-01,Operations,South,82,65252.15,22689.07,3.8,53,0.94,184734.78,162264.35
2023-05-01,Sales,East,94,47203.93,19626.09,3.26,51,0.82,167803.61,148137.08
2022-09-01,Marketing,North,7,27169.43,33136.93,4.95,60,0.94,192120.52,206058.22
2022-09-01,Sales,Central,37,35974.73,49600.87,4.03,61,0.82,218388.54,222828.68
2022-11-01,Sales,East,46,56990.48,37856.7,3.95,53,0.83,134496.44,120223.02
2021-06-01,Sales,West,17,93505.43,34126.95,3.13,61,0.87,255740.82,254334.22
2022-10-01,Sales,East,33,71633.37,17678.61,4.14,49,0.88,173641.84,179760.05
2021-08-01,Marketing,North,13,51322.13,18191.36,4.29,54,0.91,124449.32,114002.24
2023-11-01,Customer Support,North,36,64170.38,39504.23,3.95,52,0.86,214018.99,199318.78
2021-11-01,Sales,Central,26,53258.66,34610.06,4.82,48,0.76,262294.79,274676.3
2022-12-01,Operations,West,90,46519.47,23646.83,4.48,49,0.69,115069.91,118814.94
2022-09-01,Marketing,Central,62,50866.66,12846.04,3.08,43,0.74,109065.6,107304.93
2021-02-01,Customer Support,West,61,41470.7,28014.8,4.09,46,0.92,269007.62,260665.87
2022-07-01,Sales,West,14,51051.47,21012.49,4.99,46,0.9,131982.36,127030.72
2023-04-01,Customer Support,Central,29,55387.11,24716.28,3.4,58,0.73,129838.49,123734.03
2022-05-01,Operations,East,66,48993.3,17162.46,4.23,42,0.75,227786.81,244035.96
2021-06-01,Marketing,South,67,42822.16,38064.54,3.55,50,0.7,121134.33,117850.55
2022-07-01,Marketing,West,80,42008.41,23896.59,3.74,43,0.82,223383.75,221110.93
2023-04-01,Customer Support,North,7,45813.69,35111.8,3.07,39,0.73,220794.83,209194.06
2021-02-01,Sales,Central,87,51618.89,33865.98,4.38,43,0.88,111815.3,109890.12
2021-04-01,Finance,East,51,42646.53,24182.3,4.53,53,0.77,85144.85,84941.74
2022-10-01,Marketing,West,59,57835.22,28148.28,4.55,66,0.68,135367.56,136315.99
2023-02-01,Finance,East,30,25447.23,47597.56,4.94,42,0.76,271074.4,294286.07
2023-12-01,Marketing,Central,17,53083.71,19708.11,4.68,49,0.86,170232.06,177613.39
2022-01-01,Sales,North,11,64542.18,21599.22,3.42,34,0.76,151771.63,130253.54
2023-08-01,Sales,West,38,76491.56,8999.74,3.46,60,0.8,143597.88,150741.63
2022-05-01,Marketing,West,26,48818.95,28530.04,4.54,46,0.92,224078.7,209139.99
2023-12-01,Customer Support,East,88,59692.58,9032.22,4.55,49,0.85,204113.84,206573.35
2022-07-01,Sales,Central,27,53078.59,25121.61,3.25,45,0.95,166692.79,165338.2
2023-11-01,Sales,South,52,65221.19,11915.58,3.01,46,0.63,117121.28,99835.32
2023-04-01,Operations,West,18,46308.95,37262.33,3.8,49,0.86,216975.18,233803.6
2021-01-01,Sales,North,98,57348.53,28317.04,4.39,47,0.86,155195.89,147832.25
2022-06-01,Operations,West,91,17415.63,-3319.15,4.73,57,0.64,208657.33,228910.71
2023-09-01,Sales,West,56,64744.27,20322.22,3.33,53,0.94,117228.84,108144.54
2021-12-01,Sales,South,87,51802.14,25232.38,4.63,37,0.9,271511.01,260098.32
2021-08-01,Customer Support,South,43,39466.01,35268.42,4.37,48,0.78,179279.23,182963.53
2022-12-01,Customer Support,Central,45,54028.98,38688.18,3.33,47,0.68,226043.96,212215.64
2022-04-01,Sales,West,40,71091.86,33946.86,4.75,50,0.67,236516.01,225349.01
2021-04-01,Marketing,West,10,35520.62,33027.49,4.87,51,0.64,89921.71,89037.05
2023-03-01,Marketing,East,27,36471.71,34140.21,3.53,45,0.67,135713.83,131175.41
2021-09-01,Sales,East,14,25454.91,36482.89,3.3,50,0.92,202458.8,194285.61
2022-04-01,Marketing,North,89,36492.32,30114.2,4.94,66,0.82,68068.86,73298.31
2021-12-01,Sales,North,64,35580.9,27835.91,3.05,38,0.64,123336.69,127740.15
2023-07-01,Customer Support,East,34,46940.11,31843.41,4.9,45,0.92,251848.33,262642.88
2022-12-01,Finance,North,74,50619.24,41652.49,3.43,35,0.62,222366.42,193675.42
2022-02-01,Operations,West,9,28855.0,6486.78,3.88,44,0.74,212772.73,215388.75
2023-01-01,Marketing,South,83,54670.11,7057.99,3.62,45,0.86,256596.3,268889.18
2023-10-01,Marketing,West,61,53707.63,35601.85,3.31,50,0.89,268104.34,235660.57
2021-03-01,Customer Support,East,47,53370.47,21021.25,3.7,51,0.9,263746.69,245956.06
2022-12-01,Marketing,Central,56,36809.21,30698.0,4.08,58,0.93,191916.28,192472.94
2021-09-01,Sales,Central,93,78801.08,29685.44,3.19,47,0.69,109438.96,95948.37
2023-02-01,Sales,East,81,59440.38,51627.13,4.62,47,0.73,147010.72,147736.51
2022-08-01,Finance,West,10,29858.76,36754.31,4.6,42,0.82,175347.01,176414.44
2021-10-01,Finance,North,6,26050.5,40046.64,4.59,43,0.91,231244.22,240091.07
2022-07-01,Finance,North,21,37837.78,26894.66,4.37,57,0.81,109735.65,99234.83
2021-03-01,Sales,Central,92,51316.79,21945.36,3.91,49,0.7,228822.18,208551.22
2022-12-01,Finance,East,16,71648.41,21535.8,4.67,43,0.88,198167.31,190957.53
2021-05-01,Finance,East,48,39820.21,42259.17,4.7,58,0.92,184881.32,195166.9
2021-03-01,Sales,South,58,26737.1,35244.81,3.57,55,0.6,347924.96,318100.6
2023-03-01,Customer Support,Central,82,54303.31,30760.69,3.96,39,0.6,145349.58,125294.38
2022-04-01,Marketing,East,11,42925.46,47115.82,3.41,47,0.93,237257.23,239085.7
2022-03-01,Operations,South,94,51614.2,28608.06,3.51,53,0.79,165143.72,159317.63
2023-11-01,Sales,North,36,47517.17,22293.22,3.48,54,0.63,243417.84,230653.93
2021-12-01,Sales,Central,33,45917.55,26577.35,4.65,54,0.72,108035.45,98616.07
2023-02-01,Operations,Central,50,65359.76,40749.73,3.5,42,0.8,177798.5,161029.42
2023-10-01,Operations,East,77,58813.67,16288.69,4.09,49,0.82,188390.69,175096.07
2022-11-01,Finance,East,82,53198.97,29523.2,4.26,53,0.66,235776.15,210672.58
2023-07-01,Operations,West,57,17669.86,46096.67,4.49,50,0.89,172647.83,177468.61
2022-08-01,Marketing,North,85,46181.94,34061.94,3.06,47,0.79,230751.99,242248.28
2021-12-01,Marketing,North,29,62938.94,28029.6,3.95,36,0.78,99833.36,96524.37
2022-11-01,Marketing,South,57,35366.48,49259.8,3.59,38,0.79,200722.94,200828.49
2021-04-01,Marketing,South,98,46546.03,33489.97,4.67,72,0.62,184055.1,175890.35
2022-11-01,Marketing,West,33,49161.33,13888.21,3.07,56,0.86,229429.18,228118.28
2021-01-01,Finance,North,97,53368.1,28278.22,3.41,57,0.63,280709.42,263618.11
2023-01-01,Sales,South,86,43823.02,42156.54,3.63,38,0.76,188331.65,169642.92
2021-02-01,Operations,North,99,56223.14,31678.74,3.16,52,0.81,215820.21,192257.32
2023-06-01,Sales,North,87,55687.97,45526.71,3.79,49,0.67,146346.9,127157.56
2021-03-01,Operations,South,85,36239.07,19262.85,4.49,55,0.77,140190.94,139989.07
2022-09-01,Finance,East,10,38137.6,29138.18,3.42,56,0.7,217449.54,225521.26
2023-01-01,Finance,East,80,52550.87,33561.82,4.51,40,0.85,220187.63,213445.92
2022-08-01,Customer Support,South,42,71933.94,17552.39,4.06,54,0.79,136979.35,132829.13
2022-10-01,Customer Support,West,7,64999.05,29940.73,3.69,44,0.63,171436.11,165806.07
2022-09-01,Finance,Central,39,41469.95,34247.82,3.74,67,0.81,182192.01,173845.8
2023-09-01,Finance,North,59,37918.79,17356.52,3.23,44,0.65,210128.57,226116.59
2022-03-01,Operations,Central,51,44282.74,15186.71,3.5,49,0.6,245756.87,255368.74
2022-03-01,Finance,South,37,73008.34,41877.76,4.46,49,0.65,166211.36,164175.7
2023-01-01,Sales,North,97,49752.21,31159.13,4.73,36,0.6,154863.54,150350.02
2022-09-01,Operations,Central,7,52720.8,6556.71,3.53,41,0.95,220328.77,203087.86
2022-12-01,Finance,East,73,37620.18,23206.04,4.18,45,0.82,135788.73,132723.26
2021-05-01,Operations,West,63,50345.53,30792.36,3.07,55,0.82,213825.2,197446.97
2021-06-01,Operations,Central,82,27204.57,7253.3,3.15,47,0.93,174542.95,165379.89
2022-11-01,Marketing,West,96,29198.45,20782.75,4.93,54,0.64,394998.18,365893.75
2021-04-01,Customer Support,East,22,51189.22,26798.63,4.79,50,0.61,186531.34,174739.53
2023-03-01,Operations,Central,81,53452.74,26800.57,3.16,51,0.84,193913.61,195564.06
2022-06-01,Operations,South,70,43722.57,19452.49,4.64,49,0.82,193681.25,203162.97
2022-09-01,Marketing,North,29,54766.04,28590.38,3.21,57,0.92,273693.2,292596.1
2023-04-01,Finance,East,24,30610.1,25944.76,4.66,35,0.71,239212.66,238432.83
2023-11-01,Operations,West,75,44777.78,28059.1,4.83,57,0.79,218792.45,224387.06
2022-10-01,Marketing,West,79,40404.9,33092.31,3.31,60,0.8,224994.08,242918.4
2022-11-01,Sales,East,73,48685.93,11395.51,3.29,46,0.69,122297.05,123515.98
2021-03-01,Marketing,South,33,45427.5,37139.3,4.85,42,0.73,210830.71,215971.48
2021-10-01,Customer Support,South,22,83972.49,35269.47,3.6,38,0.72,232624.62,232759.23
2023-01-01,Customer Support,West,76,35700.98,34840.12,3.95,48,0.9,190572.36,178944.07
2021-08-01,Finance,East,31,49927.02,28211.33,3.61,37,0.73,250893.74,259089.17
2021-11-01,Finance,East,46,91810.2,28001.36,4.5,49,0.82,214136.8,219161.79
2021-05-01,Customer Support,North,70,59164.69,28764.03,3.42,51,0.73,240659.6,213592.33
2023-05-01,Customer Support,West,30,49408.46,30741.72,3.99,55,0.63,217665.92,231943.69
2021-05-01,Operations,South,27,62236.07,37918.41,4.7,57,0.92,267415.4,251005.22
2021-09-01,Customer Support,Central,9,59456.0,37556.41,4.89,57,0.63,228484.07,239878.43
2021-02-01,Finance,South,84,33441.73,27179.08,3.71,52,0.6,111718.23,101173.15
2021-01-01,Customer Support,South,15,26762.89,35889.37,3.23,46,0.69,245062.24,264734.07
2023-06-01,Finance,Central,23,51450.14,34884.95,4.62,49,0.7,260686.18,246926.6
2021-11-01,Sales,West,84,42809.4,36927.13,3.22,56,0.7,179821.85,186201.03
2023-04-01,Customer Support,North,16,84107.67,26148.54,4.56,53,0.88,198559.6,172625.66
2021-12-01,Finance,South,6,66787.29,42841.28,4.38,43,0.7,237309.98,243028.75
2023-02-01,Marketing,South,47,66781.76,38080.43,4.16,59,0.82,206947.11,193682.76
2022-01-01,Operations,West,26,14448.96,19107.54,4.88,60,0.6,209375.37,231831.34
2021-08-01,Finance,West,30,41150.09,21987.02,3.64,56,0.91,319184.45,318979.51
2023-04-01,Customer Support,East,37,49844.64,45198.3,3.19,59,0.69,199589.55,210482.09
2023-06-01,Customer Support,West,28,38972.89,11446.16,4.96,47,0.79,198691.92,200142.59
2021-09-01,Sales,West,73,40623.73,29742.49,3.88,55,0.8,190958.12,203382.72
2023-07-01,Marketing,South,25,46144.77,50999.6,3.87,41,0.68,209363.76,203377.65
2022-09-01,Finance,North,50,51867.76,40744.8,3.18,54,0.81,169163.73,161088.76
2023-10-01,Marketing,South,22,90593.01,40256.52,4.49,61,0.9,241413.98,242377.26
2023-07-01,Sales,West,9,39920.55,18079.34,4.44,42,0.72,109934.81,105673.33
2023-01-01,Operations,East,12,62684.81,37953.5,3.29,57,0.93,220477.86,223779.93
2021-12-01,Marketing,North,89,71954.28,45337.3,3.47,49,0.68,231679.34,218528.34
2021-01-01,Sales,East,61,35072.87,26902.42,3.03,46,0.64,180755.54,167357.51
2022-10-01,Finance,Central,9,80186.22,30030.64,4.78,53,0.72,149016.56,154237.71
2021-01-01,Operations,East,17,53532.65,40124.74,3.49,44,0.91,234243.2,216789.9
2021-01-01,Customer Support,East,87,12571.12,27842.44,4.85,53,0.66,285098.15,281958.07
2022-09-01,Sales,West,97,68326.97,14848.68,4.14,56,0.75,49949.14,44810.85
2022-03-01,Customer Support,West,70,25736.61,2733.72,3.85,55,0.82,245307.06,264016.72
2022-05-01,Operations,West,41,71868.47,33155.64,3.02,46,0.89,257730.23,245420.23
2022-10-01,Sales,West,94,64600.44,24961.15,3.18,53,0.92,147401.26,132824.67
2023-11-01,Sales,West,33,34395.95,2491.28,3.32,47,0.95,276607.34,287746.48
2022-04-01,Operations,East,73,44148.89,22017.31,3.21,54,0.9,200785.45,209523.24
2021-08-01,Finance,Central,36,60267.48,26110.2,3.51,42,0.6,121194.76,121659.95
2022-05-01,Sales,West,52,41675.8,25154.14,3.31,52,0.74,219966.54,219253.59
2022-05-01,Operations,Central,6,76101.57,41300.1,4.33,62,0.9,212793.48,211974.84
2023-02-01,Marketing,Central,73,63720.38,36582.23,3.59,56,0.94,166490.87,154107.91
2022-01-01,Customer Support,South,55,27578.67,28548.43,4.44,45,0.62,274639.2,255716.56
2022-05-01,Sales,South,39,47368.73,17259.21,3.27,46,0.72,186224.5,169937.64
2022-05-01,Marketing,North,87,57796.04,37061.61,3.42,53,0.83,225772.66,198588.97
2022-02-01,Sales,South,19,38306.02,44696.41,4.57,58,0.74,177363.75,166170.62
2021-06-01,Finance,West,76,66375.14,47317.2,4.27,47,0.65,173533.9,170031.94
2023-11-01,Operations,Central,69,59217.6,27268.6,3.19,49,0.91,143823.84,149101.46
2022-02-01,Sales,North,42,60773.46,35920.7,4.92,46,0.71,284309.09,294740.1
2021-08-01,Operations,South,90,45274.58,23545.29,4.53,47,0.69,224581.06,234368.25
2022-03-01,Sales,East,21,34718.48,21750.29,4.11,41,0.8,166319.24,179029.01
2023-03-01,Finance,North,84,68263.58,37228.94,3.69,56,0.9,206656.92,187325.27
2022-01-01,Finance,West,49,76406.04,17486.63,3.19,56,0.77,256985.94,226078.23
2023-07-01,Marketing,Central,5,65497.52,25153.71,3.72,51,0.64,194984.81,185069.47
2023-11-01,Finance,West,7,63367.54,41480.61,3.65,58,0.76,226927.08,213956.54
2021-06-01,Operations,West,74,50936.66,24990.55,3.16,55,0.63,164304.1,163478.18
2021-05-01,Finance,East,56,39372.4,19669.17,4.57,48,0.66,199472.0,198313.17
2022-10-01,Sales,East,57,61124.23,49936.27,3.83,66,0.75,109532.71,108183.84
2022-11-01,Finance,Central,7,40595.14,35643.03,4.78,39,0.64,195210.02,203779.03
2023-01-01,Operations,South,98,65028.95,13607.78,3.32,54,0.83,165304.56,162206.31
2023-10-01,Sales,West,51,54080.9,33355.58,3.64,66,0.79,264757.62,245375.96
