date,price,demand,competitor_price,economic_index,promotion,day_of_week,month,year,quarter,week_of_year,demand_moving_avg,price_change,demand_lag_1
2020-08-11,22.1722576,399.7226497,22.29414461,1.15478376,0,1,8,2020,3,33,410.3661465,0.012583544,415.6052266
2020-08-12,22.54069008,413.5625487,22.77635503,1.01578482,1,2,8,2020,3,33,410.6310079,0.016616823,399.7226497
2020-08-13,21.72752934,418.2778251,19.94347429,1.182232091,0,3,8,2020,3,33,409.9736088,-0.036075237,413.5625487
2020-08-14,21.86445637,417.6113166,22.56908285,1.007163325,0,4,8,2020,3,33,411.9258981,0.006302007,418.2778251
2020-08-15,22.07353045,399.4362167,22.66722673,1.099821967,0,5,8,2020,3,33,410.2872092,0.009562281,417.6113166
2020-08-16,21.58378766,407.0995044,22.74701255,1.146717701,0,6,8,2020,3,33,410.1878982,-0.022186881,399.4362167
2020-08-17,21.87786693,410.0029662,20.08676313,1.220487443,0,0,8,2020,3,34,409.3875753,0.013625007,407.0995044
2020-08-18,22.07959363,393.1863831,21.18430385,1.308036795,0,1,8,2020,3,34,408.453823,0.009220584,410.0029662
2020-08-19,22.7845349,419.6137572,23.46857494,1.275134166,0,2,8,2020,3,34,409.3182813,0.031927275,393.1863831
2020-08-20,22.50767793,405.2198382,20.87240881,1.087888102,0,3,8,2020,3,34,407.4528546,-0.012151092,419.6137572
2020-08-21,22.50166272,408.5050159,23.30091372,1.168749366,0,4,8,2020,3,34,406.1519545,-0.000267252,405.2198382
2020-08-22,22.85819375,398.4053772,20.84222318,1.213658161,0,5,8,2020,3,34,406.0046917,0.015844653,408.5050159
2020-08-23,22.39133553,393.5325478,21.65211493,1.1798999,0,6,8,2020,3,34,404.0665551,-0.020424108,398.4053772
2020-08-24,22.6819234,399.5989551,24.25473842,1.179291099,0,0,8,2020,3,35,402.5802678,0.012977693,393.5325478
2020-08-25,22.46113598,409.2253508,23.69331477,1.0340463,0,1,8,2020,3,35,404.8715489,-0.00973407,399.5989551
2020-08-26,22.6708638,413.0083121,23.32723389,1.091147227,0,2,8,2020,3,35,403.9279139,0.009337365,409.2253508
2020-08-27,22.27161268,410.1767741,23.92175396,1.166226667,0,3,8,2020,3,35,404.6360476,-0.017610759,413.0083121
2020-08-28,21.36776031,416.8331533,22.2620846,0.897298095,0,4,8,2020,3,35,405.8257815,-0.040583158,410.1767741
2020-08-29,22.54356772,404.4036073,22.63092452,1.270785104,0,5,8,2020,3,35,406.6826715,0.055027171,416.8331533
2020-08-30,23.34497549,409.0155035,25.58477415,1.069552772,0,6,8,2020,3,35,408.8945223,0.035549288,404.4036073
2020-08-31,23.11895332,420.2968227,24.01992704,1.275604505,0,0,8,2020,3,36,411.8513605,-0.009681834,409.0155035
2020-09-01,23.16013313,412.595023,23.6296686,1.266912303,0,1,9,2020,3,36,412.3327423,0.001781214,420.2968227
2020-09-02,23.31642778,413.1447649,22.89146518,1.152751408,0,2,9,2020,3,36,412.3522355,0.006748435,412.595023
2020-09-03,22.76295332,411.0397187,24.5949727,1.307275555,0,3,9,2020,3,36,412.4755133,-0.023737532,413.1447649
2020-09-04,22.83687357,392.980374,21.90380046,1.281640467,0,4,9,2020,3,36,409.0679734,0.003247393,411.0397187
2020-09-05,22.44830522,399.7891959,20.24486755,1.176524595,0,5,9,2020,3,36,408.4087718,-0.017014954,392.980374
2020-09-06,22.61732977,414.2197036,21.24554585,1.165344791,0,6,9,2020,3,36,409.152229,0.007529502,399.7891959
2020-09-07,23.10080189,407.4235031,21.29671007,1.317344041,0,0,9,2020,3,37,407.3131833,0.02137618,414.2197036
2020-09-08,23.41171939,410.6551339,22.564186,1.230922156,0,1,9,2020,3,37,407.0360563,0.013459165,407.4235031
2020-09-09,22.75622149,426.575907,24.23937497,1.312290499,0,2,9,2020,3,37,408.9547909,-0.027998708,410.6551339
2020-09-10,22.61632006,418.0480867,23.30172883,0.969023385,0,3,9,2020,3,37,409.9559863,-0.006147832,426.575907
2020-09-11,22.85644751,422.4515557,21.34326195,1.217869312,0,4,9,2020,3,37,414.1661551,0.010617441,418.0480867
2020-09-12,23.17085088,409.5121415,24.50929989,1.050379903,0,5,9,2020,3,37,415.5551474,0.013755566,422.4515557
2020-09-13,22.16167574,405.8127331,22.18037961,1.205641971,0,6,9,2020,3,37,414.3541516,-0.04355365,409.5121415
2020-09-14,21.74815669,415.6465351,21.80346062,1.279702853,0,0,9,2020,3,38,415.5288704,-0.018659196,405.8127331
2020-09-15,22.63290801,404.0256477,22.00874755,1.382334857,0,1,9,2020,3,38,414.581801,0.040681669,415.6465351
2020-09-16,22.3090318,429.5462256,23.93587942,1.114704179,1,2,9,2020,3,38,415.0061322,-0.014309969,404.0256477
2020-09-17,22.67580903,420.3030226,21.85189396,1.156050382,0,3,9,2020,3,38,415.3282659,0.016440751,429.5462256
2020-09-18,22.86575704,416.9232008,21.00969672,1.199167581,0,4,9,2020,3,38,414.5385009,0.008376681,420.3030226
2020-09-19,22.72206561,425.0636407,21.82558466,1.111367772,1,5,9,2020,3,38,416.7601437,-0.006284132,416.9232008
2020-09-20,23.6832385,387.9644166,24.70329238,1.306776865,0,6,9,2020,3,38,414.2103842,0.042301299,425.0636407
2020-09-21,23.12796229,417.0883282,23.85687188,1.202011448,0,0,9,2020,3,39,414.4163546,-0.023445958,387.9644166
2020-09-22,23.12168065,398.3964259,21.6789671,1.221316614,0,1,9,2020,3,39,413.6121801,-0.000271604,417.0883282
2020-09-23,23.2886673,410.8588499,21.48046204,1.271238235,0,2,9,2020,3,39,410.942555,0.007222081,398.3964259
2020-09-24,22.41353261,412.4523798,23.13464659,1.20214978,0,3,9,2020,3,39,409.8210345,-0.037577706,410.8588499
2020-09-25,23.50715436,416.9799972,24.33637786,1.127667029,1,4,9,2020,3,39,409.8291483,0.048792922,412.4523798
2020-09-26,22.95362832,415.6723167,22.33915802,1.203218928,1,5,9,2020,3,39,408.4875306,-0.023547131,416.9799972
2020-09-27,23.32992452,425.2192052,24.9294306,1.124002826,0,6,9,2020,3,39,413.8096433,0.016393757,415.6723167
2020-09-28,22.46119029,410.3506815,24.60940191,1.220519061,0,0,9,2020,3,40,412.8471223,-0.037236907,425.2192052
2020-09-29,22.22193459,424.9138918,20.91370807,1.309514754,0,1,9,2020,3,40,416.6353317,-0.01065196,410.3506815
2020-09-30,23.4087138,413.7667579,23.7695297,1.092423163,0,2,9,2020,3,40,417.0507472,0.053405756,424.9138918
2020-10-01,23.18818844,397.1487711,20.89416393,1.056783902,0,3,10,2020,4,40,414.8645173,-0.009420653,413.7667579
2020-10-02,22.54843225,407.7676489,23.50924078,1.215046006,0,4,10,2020,4,40,413.5484676,-0.027589744,397.1487711
2020-10-03,22.56336062,415.6325774,22.17654391,1.13344106,0,5,10,2020,4,40,413.5427905,0.000662058,407.7676489
2020-10-04,23.55890379,423.52757,22.11365563,1.21349556,0,6,10,2020,4,40,413.3011284,0.044122114,415.6325774
2020-10-05,22.39873526,423.0925299,23.52862567,1.242461394,0,0,10,2020,4,41,415.1213924,-0.049245437,423.52757
2020-10-06,23.81129377,399.9661074,25.29068372,0.996152429,0,1,10,2020,4,41,411.5574232,0.063064208,423.0925299
2020-10-07,22.53542513,416.8646932,20.78291949,1.279606005,0,2,10,2020,4,41,411.9999854,-0.0535825,399.9661074
2020-10-08,23.29997283,434.8693563,21.16101558,1.093754222,0,3,10,2020,4,41,417.3886404,0.033926482,416.8646932
2020-10-09,22.8107734,418.4944655,22.05381359,1.208586287,0,4,10,2020,4,41,418.9210428,-0.020995708,434.8693563
2020-10-10,23.27024791,412.0553057,23.85661379,1.144982859,0,5,10,2020,4,41,418.410004,0.020142873,418.4944655
2020-10-11,22.68943614,423.3924678,24.02094086,1.155825401,0,6,10,2020,4,41,418.3907037,-0.024959415,412.0553057
2020-10-12,22.87220478,425.4363494,23.08291495,1.380516906,0,0,10,2020,4,42,418.725535,0.008055231,423.3924678
2020-10-13,22.96544001,413.0144795,23.33632625,1.243147874,0,1,10,2020,4,42,420.5895882,0.004076355,425.4363494
2020-10-14,22.43453911,425.4950562,23.77997531,1.301789972,0,2,10,2020,4,42,421.8224972,-0.023117384,413.0144795
2020-10-15,23.29597296,413.1105964,23.43035985,1.226515278,0,3,10,2020,4,42,418.7141029,0.038397662,425.4950562
2020-10-16,22.65815997,427.0178861,23.16187121,1.27352251,0,4,10,2020,4,42,419.9317344,-0.02737868,413.1105964
2020-10-17,22.78895344,421.1023205,22.86286868,1.253358998,0,5,10,2020,4,42,421.2241651,0.005772467,427.0178861
2020-10-18,22.39384888,426.4340194,24.09783371,1.237166787,0,6,10,2020,4,42,421.6586725,-0.017337547,421.1023205
2020-10-19,21.59691344,418.2392861,20.4545085,1.322536773,0,0,10,2020,4,43,420.6305206,-0.035587247,426.4340194
2020-10-20,22.76891283,411.9890287,21.69419093,1.227571738,0,1,10,2020,4,43,420.4840276,0.054266986,418.2392861
2020-10-21,24.05637397,423.4489836,22.26639433,1.440536059,0,2,10,2020,4,43,420.1917315,0.056544691,411.9890287
2020-10-22,23.2273046,417.5734638,24.71137491,1.308174369,0,3,10,2020,4,43,420.829284,-0.034463605,423.4489836
2020-10-23,22.80960883,423.5329616,22.40714373,1.098267152,0,4,10,2020,4,43,420.3314377,-0.017982964,417.5734638
2020-10-24,22.67133442,418.5353684,21.98164495,1.194666261,0,5,10,2020,4,43,419.9647302,-0.006062112,423.5329616
2020-10-25,22.79686191,430.182909,24.99150996,1.252129002,1,6,10,2020,4,43,420.5002859,0.005536838,418.5353684
2020-10-26,23.04135021,414.117667,25.00817538,1.216970936,0,0,10,2020,4,44,419.9114832,0.010724647,430.182909
2020-10-27,22.15886288,423.4733602,24.25060495,1.281308604,0,1,10,2020,4,44,421.5521019,-0.038300157,414.117667
2020-10-28,23.2872303,427.2672261,21.62125717,1.292422943,0,2,10,2020,4,44,422.0975652,0.05092172,423.4733602
2020-10-29,23.06788653,432.4520409,24.87295701,1.076862584,0,3,10,2020,4,44,424.2230762,-0.009419058,427.2672261
2020-10-30,23.04874632,415.7973952,22.25914052,1.341029047,0,4,10,2020,4,44,423.1179953,-0.000829734,432.4520409
2020-10-31,22.88768515,441.6526245,20.65685347,1.163339556,0,5,10,2020,4,44,426.4204604,-0.006987849,415.7973952
2020-11-01,22.6563909,426.5587225,22.16383342,1.153530862,0,6,11,2020,4,44,425.9027195,-0.01010562,441.6526245
2020-11-02,22.96049535,411.6891009,23.00272591,1.153309083,0,0,11,2020,4,45,425.5557814,0.013422458,426.5587225
2020-11-03,22.89680638,426.3384912,21.10270616,1.294178973,0,1,11,2020,4,45,425.9650859,-0.00277385,411.6891009
2020-11-04,22.40007167,421.5113282,22.56886793,1.186714572,0,2,11,2020,4,45,425.1428147,-0.021694497,426.3384912
2020-11-05,22.26584787,430.5613258,23.68847338,1.147166188,0,3,11,2020,4,45,424.8727126,-0.005992115,421.5113282
2020-11-06,22.57850368,424.4355184,22.02601199,1.171225446,0,4,11,2020,4,45,426.1067302,0.014041945,430.5613258
2020-11-07,23.27638862,422.3226211,22.59040927,1.034252206,0,5,11,2020,4,45,423.3453011,0.030909264,424.4355184
2020-11-08,21.85601059,419.7695697,21.15141836,1.129605006,0,6,11,2020,4,45,422.3754222,-0.061022268,422.3226211
2020-11-09,21.71487616,439.6940101,23.55236485,1.089963037,0,0,11,2020,4,46,426.3761235,-0.006457466,419.7695697
2020-11-10,22.50348958,414.4897641,20.47258609,1.187104469,1,1,11,2020,4,46,424.6834482,0.036316736,439.6940101
2020-11-11,22.41842589,415.5878914,22.1721646,1.280540739,0,2,11,2020,4,46,423.8372429,-0.003780022,414.4897641
2020-11-12,22.4509352,430.3842507,21.39394272,1.269609012,0,3,11,2020,4,46,423.8119465,0.001450116,415.5878914
2020-11-13,22.45693983,442.9051813,24.22567996,1.339996482,0,4,11,2020,4,46,426.4504698,0.000267456,430.3842507
2020-11-14,22.19348473,424.8626518,20.40048315,1.317819024,0,5,11,2020,4,46,426.8133313,-0.011731567,442.9051813
2020-11-15,23.01957135,431.4608874,22.61186144,1.161661781,0,6,11,2020,4,46,428.4835196,0.037222033,424.8626518
2020-11-16,21.44318007,443.2579751,21.04354846,1.216528602,0,0,11,2020,4,47,428.9926574,-0.068480479,431.4608874
2020-11-17,21.79782228,439.0880903,23.49105278,1.211465863,0,1,11,2020,4,47,432.506704,0.016538695,443.2579751
2020-11-18,22.12833624,426.3649001,20.8692049,0.999716214,0,2,11,2020,4,47,434.0462767,0.015162706,439.0880903
2020-11-19,21.32572406,422.7662995,21.94372397,1.093195538,0,3,11,2020,4,47,432.957998,-0.036270787,426.3649001
2020-11-20,22.02621619,408.2839617,20.41568625,1.198292834,0,4,11,2020,4,47,428.0121094,0.032847285,422.7662995
2020-11-21,22.91118166,423.4897374,24.99140567,1.197831869,0,5,11,2020,4,47,427.8159788,0.040177826,408.2839617
2020-11-22,22.05667959,442.3534529,22.46699982,1.266454028,0,6,11,2020,4,47,429.3720596,-0.03729629,423.4897374
2020-11-23,22.12687158,419.1602725,22.68560487,1.261685695,0,0,11,2020,4,48,425.9295306,0.003182346,442.3534529
2020-11-24,21.34622712,441.4859459,21.06348951,1.038352292,0,1,11,2020,4,48,426.2720814,-0.035280381,419.1602725
2020-11-25,21.63242945,423.7283759,20.95006783,1.267381226,0,2,11,2020,4,48,425.8954351,0.013407631,441.4859459
2020-11-26,21.7168337,434.0440366,20.46888206,1.233480283,1,3,11,2020,4,48,427.5065404,0.003901746,423.7283759
2020-11-27,21.70892609,440.2745546,22.16041859,1.27805889,1,4,11,2020,4,48,432.0766251,-0.000364123,434.0440366
2020-11-28,22.47149635,422.9609742,24.51443287,1.322508141,0,5,11,2020,4,48,432.0010875,0.035127037,440.2745546
2020-11-29,22.07195902,433.4289484,21.45302135,1.201633295,0,6,11,2020,4,48,430.7261583,-0.017779739,422.9609742
2020-11-30,21.19938103,432.1049029,22.8239188,1.340580426,0,0,11,2020,4,49,432.5753912,-0.039533328,433.4289484
2020-12-01,21.83992578,440.2717353,20.30578593,1.127181567,1,1,12,2020,4,49,432.4019325,0.030215257,432.1049029
2020-12-02,21.92692401,435.3039105,23.83950443,1.12164781,0,2,12,2020,4,49,434.0555804,0.003983449,440.2717353
2020-12-03,22.20861333,432.2711687,21.54451487,1.259198851,0,3,12,2020,4,49,433.8023135,0.012846732,435.3039105
2020-12-04,22.38913047,446.5491176,21.85056984,1.179544888,0,4,12,2020,4,49,434.6986797,0.008128249,432.2711687
2020-12-05,21.05123977,444.4385502,20.89479646,1.242684909,0,5,12,2020,4,49,437.7669048,-0.05975626,446.5491176
2020-12-06,21.11290017,430.7623848,22.03445406,1.415919874,0,6,12,2020,4,49,437.3859671,0.002929062,444.4385502
2020-12-07,20.84870735,438.2852381,21.76460538,1.25607118,0,0,12,2020,4,50,438.2688722,-0.012513336,430.7623848
2020-12-08,21.31928908,436.187277,21.23225771,1.238038636,0,1,12,2020,4,50,437.6853781,0.022571267,438.2852381
2020-12-09,21.62792647,436.3598506,21.72807632,1.129999654,0,2,12,2020,4,50,437.8362267,0.014476908,436.187277
2020-12-10,21.84651862,459.8606386,19.79299169,1.047023722,0,3,12,2020,4,50,441.7775796,0.01010694,436.3598506
2020-12-11,21.27264606,441.3435478,20.44002066,1.209867051,0,4,12,2020,4,50,441.0339267,-0.026268376,459.8606386
2020-12-12,21.10814458,418.2468935,20.45808581,1.323908747,0,5,12,2020,4,50,437.2922615,-0.007733005,441.3435478
2020-12-13,21.30108117,432.3598863,21.55127204,1.185027931,0,6,12,2020,4,50,437.520476,0.009140386,418.2468935
2020-12-14,20.7644622,421.2921408,21.00657486,1.257567992,0,0,12,2020,4,51,435.0928906,-0.0251921,432.3598863
2020-12-15,22.18334277,430.3666123,23.11459861,1.360171479,0,1,12,2020,4,51,434.2613671,0.068332161,421.2921408
2020-12-16,20.29100168,423.3945737,21.17174193,1.357773393,0,2,12,2020,4,51,432.4091847,-0.085304596,430.3666123
2020-12-17,21.14319108,430.4304341,20.02349303,1.260603361,0,3,12,2020,4,51,428.2048698,0.04199839,423.3945737
2020-12-18,22.01835317,419.7011515,23.20816839,1.23483243,0,4,12,2020,4,51,425.1130989,0.041392148,430.4304341
2020-12-19,20.96543085,444.1506416,18.95108721,1.066058487,0,5,12,2020,4,51,428.8136343,-0.047820212,419.7011515
2020-12-20,20.82225486,441.1645926,21.72245043,1.155002338,0,6,12,2020,4,51,430.0714495,-0.006829146,444.1506416
2020-12-21,20.69356875,444.9647443,19.04661357,1.190046231,0,0,12,2020,4,52,433.45325,-0.00618022,441.1645926
2020-12-22,20.73689744,440.8036628,21.68933571,1.132988661,1,1,12,2020,4,52,434.9442572,0.002093824,444.9647443
2020-12-23,21.46811522,424.3790112,21.58455008,1.243167158,1,2,12,2020,4,52,435.0848912,0.035261677,440.8036628
2020-12-24,19.63016482,452.7740523,19.38382392,1.409586661,0,3,12,2020,4,52,438.2768366,-0.08561303,424.3790112
2020-12-25,21.45703576,457.8520193,22.27526287,1.370298011,0,4,12,2020,4,52,443.7269606,0.093064473,452.7740523
2020-12-26,19.93239311,450.4685895,18.08414535,1.243009848,0,5,12,2020,4,52,444.6295246,-0.071055605,457.8520193
2020-12-27,20.46493928,439.5761459,19.33310668,1.296665279,0,6,12,2020,4,52,444.4026036,0.026717623,450.4685895
2020-12-28,20.33738934,430.312306,20.81100705,1.145961451,0,0,12,2020,4,53,442.3093981,-0.006232607,439.5761459
2020-12-29,20.79989807,433.3177733,22.24430709,1.365330827,0,1,12,2020,4,53,441.2399853,0.022741795,430.312306
2020-12-30,19.66004437,452.7442848,19.19255854,1.062825243,0,2,12,2020,4,53,445.2921673,-0.054800927,433.3177733
2020-12-31,20.64356468,454.141807,19.64756005,1.310404728,0,3,12,2020,4,53,445.4875608,0.050026353,452.7442848
2021-01-01,21.37790317,442.460095,21.45801232,1.268780893,0,4,1,2021,1,53,443.2887145,0.035572272,454.141807
2021-01-02,19.63734111,456.6637697,20.11773038,1.143735994,0,5,1,2021,1,53,444.1737402,-0.081418746,442.460095
2021-01-03,20.36688224,452.2027769,20.04143181,1.198543267,0,6,1,2021,1,53,445.9775447,0.037150708,456.6637697
2021-01-04,19.89407198,452.6623387,21.39293387,1.106096682,0,0,1,2021,1,1,449.1704065,-0.023214661,452.2027769
2021-01-05,20.39098504,438.632784,20.48657271,1.110457957,0,1,1,2021,1,1,449.9296937,0.024977946,452.6623387
2021-01-06,20.14054976,448.3121594,18.27079613,1.060616572,0,2,1,2021,1,1,449.296533,-0.012281667,438.632784
2021-01-07,19.76313453,440.0775835,18.66847014,1.296573372,1,3,1,2021,1,1,447.2873582,-0.018739073,448.3121594
2021-01-08,20.28069553,446.2473364,20.08051302,1.340456489,1,4,1,2021,1,1,447.8283927,0.026188204,440.0775835
2021-01-09,20.89180578,446.4237466,21.71797441,1.003841216,0,5,1,2021,1,1,446.3655322,0.030132608,446.2473364
2021-01-10,19.84705473,465.2224418,18.73463622,1.403952564,1,6,1,2021,1,1,448.2254844,-0.050007695,446.4237466
2021-01-11,20.25527468,433.3900391,22.18461973,1.219021199,0,0,1,2021,1,2,445.4722987,0.020568289,465.2224418
2021-01-12,19.20167413,456.6624068,18.50487709,1.249307353,0,1,1,2021,1,2,448.0479591,-0.052016108,433.3900391
2021-01-13,19.32304476,466.1429225,19.44856805,1.073180759,0,2,1,2021,1,2,450.595211,0.006320836,456.6624068
2021-01-14,19.99046746,455.6701068,18.0672501,1.352604627,0,3,1,2021,1,2,452.8227143,0.034540245,466.1429225
2021-01-15,20.44938436,454.2027884,22.02354002,1.240647072,0,4,1,2021,1,2,453.9592074,0.022956787,455.6701068
2021-01-16,19.83826727,454.8902577,20.98426308,1.334604696,0,5,1,2021,1,2,455.168709,-0.029884376,454.2027884
2021-01-17,19.45714963,463.9847277,18.27204579,1.342907914,0,6,1,2021,1,2,454.9918927,-0.019211237,454.8902577
2021-01-18,19.56663773,439.6597398,21.2620348,1.354409534,0,0,1,2021,1,3,455.8875642,0.00562714,463.9847277
2021-01-19,18.8952084,440.1110708,18.19925919,1.156194025,0,1,1,2021,1,3,453.5230877,-0.034315008,439.6597398
2021-01-20,19.77620852,449.5787518,20.53635175,1.200325911,0,2,1,2021,1,3,451.1567776,0.046625584,440.1110708
2021-01-21,19.86878581,427.6424261,21.13632024,1.160051915,0,3,1,2021,1,3,447.1528232,0.004681245,449.5787518
2021-01-22,19.15538378,465.2004367,20.07834557,1.310831778,0,4,1,2021,1,3,448.7239158,-0.035905668,427.6424261
2021-01-23,19.1003702,465.4471981,20.69556735,1.254711065,0,5,1,2021,1,3,450.2320501,-0.002871965,465.2004367
2021-01-24,19.42245673,447.3651829,20.83747888,1.328436639,0,6,1,2021,1,3,447.8578294,0.016862842,465.4471981
2021-01-25,19.02545942,450.0431166,20.90750168,1.332896043,1,0,1,2021,1,4,449.341169,-0.020440118,447.3651829
2021-01-26,19.16524127,452.3936562,17.9486755,1.048996223,0,1,1,2021,1,4,451.0958241,0.007347095,450.0431166
2021-01-27,20.20285461,448.5125558,19.41398082,1.356899195,0,2,1,2021,1,4,450.9435104,0.054140374,452.3936562
2021-01-28,18.98437603,455.4178313,19.50160864,1.317008288,0,3,1,2021,1,4,454.9114254,-0.060312199,448.5125558
2021-01-29,18.88383412,460.2905351,19.763999,1.185099714,0,4,1,2021,1,4,454.2100109,-0.005296034,455.4178313
2021-01-30,18.69457985,453.9856944,18.82396524,1.257101489,0,5,1,2021,1,4,452.5726532,-0.010022026,460.2905351
2021-01-31,19.34603556,461.9421429,17.69747616,1.209855265,1,6,1,2021,1,4,454.6550761,0.034847304,453.9856944
2021-02-01,18.83916951,459.557604,20.12624359,1.2839278,1,0,2,2021,1,5,456.0142885,-0.026199995,461.9421429
2021-02-02,18.56120122,450.4699729,20.27207755,1.185282604,0,1,2,2021,1,5,455.7394766,-0.014754806,459.557604
2021-02-03,19.50292085,465.2318271,19.13438134,1.270414976,0,2,2,2021,1,5,458.127944,0.05073592,450.4699729
2021-02-04,19.50873713,438.31679,18.43502494,1.229352793,0,3,2,2021,1,5,455.6849381,0.000298226,465.2318271
2021-02-05,18.45568705,456.2887406,16.68140807,1.179502882,0,4,2,2021,1,5,455.1132531,-0.053978383,438.31679
2021-02-06,17.77989908,470.3023469,16.84573976,1.241835907,1,5,2,2021,1,5,457.4442035,-0.036616787,456.2887406
2021-02-07,19.1745137,446.4712473,19.94118275,1.49356925,0,6,2,2021,1,5,455.2340755,0.078437713,470.3023469
2021-02-08,18.28635777,461.2782354,19.79165193,1.154468639,0,0,2,2021,1,6,455.47988,-0.046319606,446.4712473
2021-02-09,18.98223974,460.1746269,17.43903326,1.198127953,0,1,2,2021,1,6,456.8662592,0.038054706,461.2782354
2021-02-10,17.56047801,453.2808022,17.74752937,1.156411082,0,2,2,2021,1,6,455.1589699,-0.074899577,460.1746269
2021-02-11,18.95079051,454.2437405,19.69188485,1.167000694,0,3,2,2021,1,6,457.4342486,0.079172816,453.2808022
2021-02-12,17.85823686,458.8983236,17.05954801,1.304999778,0,4,2,2021,1,6,457.8070461,-0.057652141,454.2437405
2021-02-13,18.78891498,450.3227042,19.05157289,1.295110598,0,5,2,2021,1,6,454.9528114,0.052114782,458.8983236
2021-02-14,18.39076859,480.8757087,19.18248539,1.223036012,0,6,2,2021,1,6,459.8677345,-0.021190494,450.3227042
2021-02-15,17.86716039,452.8721163,19.07397716,1.326352031,0,0,2,2021,1,7,458.6668603,-0.028471252,480.8757087
2021-02-16,18.10151862,469.4049022,17.92955365,1.303166712,0,1,2,2021,1,7,459.9854711,0.013116703,452.8721163
2021-02-17,18.60952097,452.9098191,19.53202179,1.207688974,0,2,2,2021,1,7,459.9324735,0.028064074,469.4049022
2021-02-18,18.28106177,447.6340354,17.55633822,1.070635928,0,3,2,2021,1,7,458.9882299,-0.017650062,452.9098191
2021-02-19,18.48251111,458.5395944,17.42178777,1.307100713,0,4,2,2021,1,7,458.9369829,0.011019565,447.6340354
2021-02-20,19.14116159,460.7254634,17.94412597,1.241188884,0,5,2,2021,1,7,460.4230914,0.035636418,458.5395944
2021-02-21,17.333913,472.4902264,16.84465544,1.226544779,1,6,2,2021,1,7,459.2251653,-0.094416871,460.7254634
2021-02-22,18.88819753,471.1487447,17.13491828,1.17781764,0,0,2,2021,1,8,461.8361122,0.089667263,472.4902264
2021-02-23,18.09580058,488.9509539,17.31041329,1.298987347,0,1,2,2021,1,8,464.6284053,-0.041951962,471.1487447
2021-02-24,17.55874476,464.6973513,18.0933131,1.259472087,0,2,2,2021,1,8,466.3123385,-0.029678478,488.9509539
2021-02-25,17.3079857,456.8215482,17.82002185,1.201039668,0,3,2,2021,1,8,467.6248403,-0.014281149,464.6973513
2021-02-26,17.84408824,465.3051919,16.32217954,1.102277028,0,4,2,2021,1,8,468.5913543,0.030974289,456.8215482
2021-02-27,18.36548813,455.5098369,17.58464494,1.331715402,0,5,2,2021,1,8,467.8462648,0.029219755,465.3051919
2021-02-28,17.80742025,470.2225101,18.05514876,1.285513025,0,6,2,2021,1,8,467.5223053,-0.030386771,455.5098369
2021-03-01,18.59382936,444.0577289,17.91906724,1.250662802,0,0,3,2021,1,9,463.6521602,0.044161878,470.2225101
2021-03-02,17.08025463,488.2771853,16.80009754,0.959545123,0,1,3,2021,1,9,463.5559075,-0.081401991,444.0577289
2021-03-03,17.76793006,469.710564,18.52417139,1.221533107,0,2,3,2021,1,9,464.2720808,0.040261427,488.2771853
2021-03-04,17.11645922,447.5600434,15.43653636,1.201302172,0,3,3,2021,1,9,462.9490086,-0.036665545,469.710564
2021-03-05,17.89371036,453.4142116,17.09348053,1.163672984,1,4,3,2021,1,9,461.2502972,0.045409576,447.5600434
2021-03-06,18.12514127,467.496856,16.82873055,1.30104609,1,5,3,2021,1,9,462.9627285,0.012933646,453.4142116
2021-03-07,17.44169195,474.5034594,16.14266677,1.297208576,0,6,3,2021,1,9,463.5742926,-0.037707255,467.496856
2021-03-08,16.32092063,455.6062536,17.81931241,1.269505054,0,0,3,2021,1,10,465.2240819,-0.064258177,474.5034594
2021-03-09,17.69404293,468.5760596,17.25721357,1.329711684,0,1,3,2021,1,10,462.4096354,0.08413265,455.6062536
2021-03-10,17.78507306,441.4980635,17.88142756,1.123792751,0,2,3,2021,1,10,458.3792781,0.005144677,468.5760596
2021-03-11,17.74158659,460.2743774,18.57126084,1.180757207,0,3,3,2021,1,10,460.1956116,-0.002445111,441.4980635
2021-03-12,18.13067297,470.3196448,16.4896566,1.233701849,0,4,3,2021,1,10,462.6106735,0.021930754,460.2743774
2021-03-13,16.95121149,459.55623,16.07321549,1.16412243,0,5,3,2021,1,10,461.4762983,-0.065053375,470.3196448
2021-03-14,17.80142308,445.7240426,18.98396374,1.299139564,0,6,3,2021,1,10,457.3649531,0.050156391,459.55623
2021-03-15,18.03277199,461.0696387,19.33831083,1.174302567,0,0,3,2021,1,11,458.1454367,0.012996091,445.7240426
2021-03-16,16.52306027,461.0778651,16.10321235,1.356459663,0,1,3,2021,1,11,457.074266,-0.083720446,461.0696387
2021-03-17,17.5486544,468.2597071,17.10945229,1.133606732,0,2,3,2021,1,11,460.897358,0.062070471,461.0778651
2021-03-18,17.11385739,455.2499218,17.99315669,1.440021047,0,3,3,2021,1,11,460.1795786,-0.024776658,468.2597071
2021-03-19,17.30295483,455.3944463,16.59377671,1.429852428,0,4,3,2021,1,11,458.0474074,0.011049376,455.2499218
2021-03-20,17.4959788,441.9068285,16.15611603,1.217547388,0,5,3,2021,1,11,455.5260643,0.011155549,455.3944463
2021-03-21,17.05761152,465.9673331,16.2304383,1.341739757,1,6,3,2021,1,11,458.417963,-0.025055316,441.9068285
