transaction_id,products,total_price,discount,effective_price
6033,"['Monitor', 'Headphones', 'Laptop']",1380,10,1242.0
6034,"['Tablet', 'Charger', 'USB Drive']",445,0,445.0
6035,"['Backpack', 'Keyboard', 'USB Drive']",130,5,123.5
6036,"['Headphones', 'USB Drive', 'Smartphone', 'Laptop', 'Mouse']",1830,0,1830.0
6037,"['Headphones', 'Charger', 'USB Drive']",125,10,112.5
6038,"['Monitor', 'Headphones']",380,15,323.0
6039,"['Smartphone', 'Laptop', 'Monitor']",2000,0,2000.0
6040,"['Monitor', 'Mouse', 'Charger']",355,15,301.75
6041,"['Smartphone', 'USB Drive', 'Backpack', 'Monitor']",1080,5,1026.0
6042,"['Headphones', 'Laptop', 'Charger']",1105,0,1105.0
6043,"['Charger', 'USB Drive', 'Keyboard', 'Tablet']",495,0,495.0
6044,"['Monitor', 'Keyboard', 'Laptop', 'Mouse', 'Smartphone']",2080,0,2080.0
6045,"['Laptop', 'Monitor', 'Mouse', 'Keyboard', 'Headphones']",1460,10,1314.0
6046,"['Laptop', 'Backpack', 'Tablet']",1460,10,1314.0
6047,"['USB Drive', 'Monitor', 'Smartphone', 'Keyboard', 'Headphones']",1150,0,1150.0
6048,"['Mouse', 'Monitor', 'Backpack']",390,5,370.5
6049,"['Smartphone', 'Tablet']",1100,10,990.0
6050,"['Mouse', 'USB Drive', 'Laptop', 'Smartphone', 'Keyboard']",1800,15,1530.0
6051,"['Smartphone', 'Keyboard', 'USB Drive']",770,5,731.5
6052,"['Laptop', 'Headphones', 'USB Drive', 'Tablet']",1500,20,1200.0
6053,"['Monitor', 'Headphones', 'Tablet']",780,5,741.0
6054,"['Laptop', 'Tablet', 'Headphones', 'Smartphone', 'Keyboard']",2230,0,2230.0
6055,"['USB Drive', 'Tablet', 'Mouse', 'Charger']",475,10,427.5
6056,"['Charger', 'Headphones', 'Mouse']",135,0,135.0
6057,"['USB Drive', 'Headphones', 'Tablet']",500,0,500.0
6058,"['Keyboard', 'Headphones', 'Mouse', 'Charger']",185,0,185.0
6059,"['Headphones', 'Backpack']",140,10,126.0
6060,"['Laptop', 'USB Drive', 'Tablet', 'Keyboard', 'Headphones']",1550,10,1395.0
6061,"['Mouse', 'Smartphone', 'Keyboard', 'Charger', 'USB Drive']",825,0,825.0
6062,"['Backpack', 'Charger', 'Tablet', 'Mouse']",515,0,515.0
6063,"['Monitor', 'Backpack']",360,0,360.0
6064,"['USB Drive', 'Charger', 'Backpack']",105,5,99.75
6065,"['Headphones', 'Monitor', 'Smartphone', 'Laptop']",2080,0,2080.0
6066,"['USB Drive', 'Charger']",45,10,40.5
6067,"['Laptop', 'Backpack', 'Charger', 'Mouse']",1115,0,1115.0
6068,"['Charger', 'USB Drive', 'Headphones', 'Tablet']",525,0,525.0
6069,"['Backpack', 'Headphones', 'USB Drive', 'Tablet', 'Laptop']",1560,0,1560.0
6070,"['Charger', 'Smartphone', 'Backpack', 'Keyboard', 'Tablet']",1235,0,1235.0
6071,"['Headphones', 'Keyboard']",130,15,110.5
6072,"['Backpack', 'Monitor', 'Charger', 'Smartphone', 'Headphones']",1165,0,1165.0
6073,"['Headphones', 'Tablet', 'Charger', 'Keyboard', 'USB Drive']",575,0,575.0
6074,"['Backpack', 'Smartphone', 'Laptop', 'Tablet']",2160,0,2160.0
6075,"['Backpack', 'Keyboard', 'Monitor']",410,0,410.0
6076,"['Tablet', 'Laptop']",1400,0,1400.0
6077,"['Mouse', 'Backpack', 'Smartphone', 'Charger', 'Monitor']",1115,0,1115.0
6078,"['Mouse', 'Tablet', 'Keyboard', 'Laptop', 'Monitor']",1780,5,1691.0
6079,"['USB Drive', 'Backpack']",80,5,76.0
6080,"['Keyboard', 'Smartphone', 'Charger', 'Headphones', 'Tablet']",1255,0,1255.0
6081,"['Charger', 'Mouse', 'USB Drive', 'Monitor']",375,0,375.0
6082,"['Mouse', 'Tablet', 'USB Drive', 'Smartphone', 'Charger']",1175,20,940.0
6083,"['Charger', 'Smartphone', 'Headphones']",805,0,805.0
6084,"['USB Drive', 'Backpack', 'Headphones', 'Keyboard']",210,0,210.0
6085,"['Mouse', 'USB Drive', 'Monitor', 'Headphones']",430,0,430.0
6086,"['Backpack', 'Monitor', 'Keyboard', 'Headphones', 'Charger']",515,0,515.0
6087,"['USB Drive', 'Laptop', 'Backpack', 'Charger', 'Headphones']",1185,10,1066.5
6088,"['Laptop', 'Mouse', 'Backpack', 'Tablet', 'Monitor']",1790,0,1790.0
6089,"['Keyboard', 'USB Drive', 'Headphones']",150,10,135.0
6090,"['Backpack', 'Charger', 'Tablet', 'Monitor']",785,0,785.0
6091,"['Monitor', 'Smartphone', 'Headphones', 'Backpack', 'Charger']",1165,0,1165.0
6092,"['Charger', 'Keyboard', 'USB Drive', 'Headphones', 'Laptop']",1175,10,1057.5
6093,"['Charger', 'Headphones', 'Tablet']",505,0,505.0
6094,"['Laptop', 'Tablet']",1400,5,1330.0
6095,"['Laptop', 'Mouse', 'Backpack']",1090,0,1090.0
6096,"['Smartphone', 'Headphones']",780,10,702.0
6097,"['Headphones', 'Backpack']",140,0,140.0
6098,"['Tablet', 'Laptop', 'Backpack', 'Headphones', 'USB Drive']",1560,15,1326.0
6099,"['Monitor', 'Headphones', 'Mouse']",410,0,410.0
6100,"['Smartphone', 'Monitor', 'USB Drive', 'Laptop', 'Mouse']",2050,15,1742.5
6101,"['USB Drive', 'Charger', 'Backpack', 'Tablet', 'Headphones']",585,0,585.0
6102,"['Headphones', 'Backpack', 'Tablet', 'Monitor', 'Keyboard']",890,10,801.0
6103,"['Mouse', 'Smartphone', 'Laptop']",1730,0,1730.0
6104,"['Smartphone', 'USB Drive']",720,15,612.0
6105,"['Tablet', 'Headphones', 'Mouse', 'Laptop', 'Smartphone']",2210,0,2210.0
6106,"['Monitor', 'USB Drive', 'Tablet']",720,0,720.0
6107,"['Laptop', 'Mouse', 'Keyboard', 'Monitor']",1380,0,1380.0
6108,"['USB Drive', 'Headphones', 'Keyboard']",150,0,150.0
6109,"['Smartphone', 'Monitor', 'Tablet', 'Laptop']",2400,0,2400.0
6110,"['USB Drive', 'Mouse', 'Backpack', 'Keyboard', 'Laptop']",1160,15,986.0
6111,"['Tablet', 'Laptop', 'Headphones']",1480,20,1184.0
6112,"['Charger', 'Keyboard', 'Smartphone', 'Headphones', 'USB Drive']",875,0,875.0
6113,"['Keyboard', 'Smartphone', 'Laptop']",1750,15,1487.5
6114,"['Smartphone', 'Tablet', 'Charger', 'Keyboard', 'Laptop']",2175,5,2066.25
6115,"['Headphones', 'Mouse', 'Smartphone']",810,0,810.0
6116,"['Charger', 'Keyboard', 'Monitor', 'USB Drive']",395,10,355.5
6117,"['Laptop', 'Keyboard', 'Tablet']",1450,5,1377.5
6118,"['Keyboard', 'Monitor', 'Headphones', 'Laptop']",1430,20,1144.0
6119,"['Monitor', 'Laptop', 'Charger', 'USB Drive', 'Smartphone']",2045,0,2045.0
6120,"['USB Drive', 'Mouse']",50,5,47.5
6121,"['Backpack', 'Charger', 'Monitor']",385,0,385.0
6122,"['USB Drive', 'Monitor', 'Laptop']",1320,0,1320.0
6123,"['Charger', 'Monitor']",325,0,325.0
6124,"['Mouse', 'Tablet', 'Keyboard', 'Headphones']",560,20,448.0
6125,"['Mouse', 'Charger']",55,10,49.5
6126,"['Charger', 'Monitor', 'USB Drive']",345,10,310.5
6127,"['Backpack', 'Monitor', 'Mouse', 'Charger', 'Tablet']",815,5,774.25
6128,"['Backpack', 'Laptop', 'Mouse']",1090,0,1090.0
6129,"['Keyboard', 'Charger', 'Laptop', 'Smartphone']",1775,0,1775.0
6130,"['Backpack', 'Keyboard', 'Monitor']",410,0,410.0
6131,"['Headphones', 'Smartphone']",780,0,780.0
6132,"['Keyboard', 'Tablet', 'Monitor', 'Mouse']",780,10,702.0
6133,"['Tablet', 'Monitor', 'Smartphone', 'Headphones', 'USB Drive']",1500,5,1425.0
6134,"['Smartphone', 'Monitor', 'Tablet']",1400,0,1400.0
6135,"['Tablet', 'Smartphone', 'USB Drive', 'Keyboard', 'Headphones']",1250,0,1250.0
6136,"['Laptop', 'Mouse', 'Monitor', 'Smartphone', 'USB Drive']",2050,0,2050.0
6137,"['Backpack', 'USB Drive', 'Tablet', 'Headphones', 'Smartphone']",1260,0,1260.0
6138,"['Keyboard', 'Mouse', 'Charger', 'Smartphone']",805,15,684.25
6139,"['Mouse', 'Charger', 'Backpack', 'Monitor', 'Tablet']",815,5,774.25
6140,"['Charger', 'Laptop', 'Headphones']",1105,10,994.5
6141,"['Backpack', 'Tablet', 'Headphones', 'Charger']",565,0,565.0
6142,"['Mouse', 'Smartphone', 'Backpack', 'USB Drive']",810,0,810.0
6143,"['USB Drive', 'Smartphone']",720,0,720.0
6144,"['Smartphone', 'USB Drive', 'Monitor', 'Tablet']",1420,15,1207.0
6145,"['Headphones', 'Backpack']",140,10,126.0
6146,"['Monitor', 'Keyboard', 'USB Drive', 'Laptop']",1370,0,1370.0
6147,"['Smartphone', 'USB Drive', 'Laptop', 'Headphones']",1800,5,1710.0
6148,"['Mouse', 'Monitor', 'Laptop']",1330,0,1330.0
6149,"['Keyboard', 'Tablet', 'Charger', 'USB Drive']",495,5,470.25
6150,"['Mouse', 'Tablet', 'Charger', 'Laptop']",1455,15,1236.75
6151,"['Headphones', 'Keyboard']",130,5,123.5
6152,"['Monitor', 'Headphones', 'Smartphone', 'Charger', 'Tablet']",1505,5,1429.75
6153,"['Smartphone', 'Headphones']",780,0,780.0
6154,"['Smartphone', 'Keyboard', 'USB Drive', 'Headphones']",850,0,850.0
6155,"['Monitor', 'Charger', 'Smartphone']",1025,0,1025.0
6156,"['Charger', 'Smartphone', 'Tablet', 'Keyboard']",1175,0,1175.0
6157,"['Mouse', 'Monitor', 'Smartphone', 'Headphones']",1110,10,999.0
6158,"['Mouse', 'Backpack', 'USB Drive', 'Headphones']",190,10,171.0
6159,"['Backpack', 'Charger', 'Keyboard', 'Laptop']",1135,0,1135.0
6160,"['Charger', 'Laptop', 'Smartphone', 'Tablet', 'USB Drive']",2145,10,1930.5
6161,"['Smartphone', 'Backpack']",760,0,760.0
6162,"['Charger', 'Monitor', 'Headphones']",405,0,405.0
6163,"['Mouse', 'Charger']",55,0,55.0
6164,"['Tablet', 'Smartphone', 'Monitor', 'Laptop']",2400,0,2400.0
6165,"['Keyboard', 'Backpack', 'Mouse', 'Charger', 'Tablet']",565,0,565.0
6166,"['USB Drive', 'Monitor', 'Smartphone', 'Mouse', 'Charger']",1075,0,1075.0
6167,"['Monitor', 'USB Drive', 'Keyboard']",370,0,370.0
6168,"['Backpack', 'Monitor']",360,20,288.0
6169,"['USB Drive', 'Keyboard']",70,0,70.0
6170,"['Charger', 'Backpack', 'Headphones', 'Laptop', 'Keyboard']",1215,0,1215.0
6171,"['Backpack', 'Tablet']",460,0,460.0
6172,"['Laptop', 'Charger']",1025,5,973.75
6173,"['Headphones', 'USB Drive', 'Mouse']",130,0,130.0
6174,"['Backpack', 'Tablet', 'Smartphone']",1160,10,1044.0
6175,"['Tablet', 'Charger', 'Monitor', 'Keyboard', 'USB Drive']",795,5,755.25
6176,"['Laptop', 'USB Drive', 'Mouse', 'Tablet']",1450,5,1377.5
6177,"['Headphones', 'Laptop']",1080,5,1026.0
6178,"['Tablet', 'Mouse', 'Laptop', 'USB Drive', 'Charger']",1475,0,1475.0
6179,"['Keyboard', 'Charger']",75,0,75.0
6180,"['Mouse', 'Smartphone', 'USB Drive', 'Monitor', 'Charger']",1075,0,1075.0
6181,"['Headphones', 'Tablet', 'Keyboard', 'Monitor', 'Laptop']",1830,5,1738.5
6182,"['Mouse', 'USB Drive', 'Smartphone']",750,0,750.0
6183,"['Laptop', 'Charger', 'Smartphone']",1725,0,1725.0
6184,"['Backpack', 'Charger', 'Mouse', 'Smartphone', 'Monitor']",1115,20,892.0
6185,"['Laptop', 'Monitor', 'Headphones']",1380,0,1380.0
6186,"['Laptop', 'Charger']",1025,10,922.5
6187,"['Backpack', 'Tablet', 'Smartphone', 'Mouse']",1190,10,1071.0
6188,"['Tablet', 'Charger', 'Headphones', 'Smartphone']",1205,0,1205.0
6189,"['Laptop', 'USB Drive', 'Monitor', 'Smartphone']",2020,0,2020.0
6190,"['USB Drive', 'Headphones', 'Laptop', 'Tablet']",1500,0,1500.0
6191,"['Tablet', 'Headphones', 'Keyboard']",530,5,503.5
6192,"['Smartphone', 'USB Drive', 'Backpack']",780,5,741.0
6193,"['Tablet', 'Laptop', 'Charger', 'Keyboard', 'Backpack']",1535,10,1381.5
6194,"['Laptop', 'Keyboard', 'Charger', 'Mouse']",1105,15,939.25
6195,"['USB Drive', 'Keyboard', 'Mouse']",100,5,95.0
6196,"['USB Drive', 'Monitor', 'Tablet']",720,0,720.0
6197,"['Charger', 'Smartphone', 'Backpack']",785,0,785.0
6198,"['Backpack', 'Smartphone', 'Monitor']",1060,10,954.0
6199,"['Mouse', 'Smartphone', 'Charger', 'Laptop']",1755,0,1755.0
6200,"['USB Drive', 'Mouse', 'Charger', 'Tablet']",475,0,475.0
6201,"['Keyboard', 'Headphones', 'Smartphone']",830,10,747.0
6202,"['Charger', 'Smartphone', 'Monitor']",1025,0,1025.0
6203,"['Keyboard', 'Headphones']",130,15,110.5
6204,"['Smartphone', 'Tablet']",1100,5,1045.0
6205,"['Smartphone', 'Backpack', 'Charger', 'Laptop']",1785,0,1785.0
6206,"['Tablet', 'Headphones', 'Mouse', 'Backpack', 'Monitor']",870,15,739.5
6207,"['Headphones', 'Charger', 'Laptop', 'Smartphone']",1805,0,1805.0
6208,"['Smartphone', 'Charger']",725,0,725.0
6209,"['Keyboard', 'Charger', 'Headphones']",155,0,155.0
6210,"['Laptop', 'Headphones']",1080,0,1080.0
6211,"['Backpack', 'Mouse', 'Charger']",115,0,115.0
6212,"['Laptop', 'USB Drive', 'Mouse', 'Smartphone', 'Keyboard']",1800,0,1800.0
6213,"['Mouse', 'Keyboard', 'Laptop', 'Headphones']",1160,0,1160.0
6214,"['USB Drive', 'Tablet', 'Keyboard', 'Smartphone']",1170,0,1170.0
6215,"['Backpack', 'Headphones', 'Smartphone', 'Charger', 'Mouse']",895,10,805.5
6216,"['Smartphone', 'Monitor', 'Tablet', 'Keyboard']",1450,10,1305.0
6217,"['USB Drive', 'Mouse', 'Laptop', 'Keyboard']",1100,0,1100.0
6218,"['Charger', 'Backpack', 'Smartphone', 'Keyboard', 'Monitor']",1135,0,1135.0
6219,"['Laptop', 'Keyboard', 'USB Drive', 'Headphones', 'Smartphone']",1850,0,1850.0
6220,"['Laptop', 'Smartphone', 'Backpack']",1760,0,1760.0
6221,"['Laptop', 'Smartphone', 'Headphones']",1780,10,1602.0
6222,"['Mouse', 'USB Drive', 'Charger']",75,10,67.5
6223,"['USB Drive', 'Laptop', 'Keyboard', 'Backpack', 'Smartphone']",1830,0,1830.0
6224,"['Charger', 'Smartphone']",725,0,725.0
6225,"['Keyboard', 'Smartphone', 'USB Drive']",770,0,770.0
6226,"['Smartphone', 'Keyboard', 'Charger', 'Tablet', 'Monitor']",1475,5,1401.25
6227,"['Tablet', 'Backpack', 'Charger', 'Headphones']",565,0,565.0
6228,"['Monitor', 'Laptop', 'Keyboard', 'USB Drive', 'Tablet']",1770,20,1416.0
6229,"['Laptop', 'USB Drive', 'Headphones']",1100,10,990.0
6230,"['Tablet', 'Headphones', 'Backpack', 'Charger']",565,0,565.0
6231,"['Charger', 'USB Drive', 'Smartphone']",745,5,707.75
6232,"['Smartphone', 'USB Drive', 'Keyboard', 'Backpack', 'Mouse']",860,15,731.0
6233,"['Mouse', 'USB Drive', 'Keyboard', 'Charger', 'Laptop']",1125,5,1068.75
6234,"['Monitor', 'Keyboard', 'USB Drive', 'Laptop']",1370,0,1370.0
6235,"['Headphones', 'Backpack', 'Laptop', 'Tablet', 'Charger']",1565,0,1565.0
6236,"['Mouse', 'Keyboard', 'Charger']",105,10,94.5
6237,"['Monitor', 'USB Drive']",320,5,304.0
6238,"['Laptop', 'Backpack', 'Mouse', 'Charger', 'USB Drive']",1135,5,1078.25
6239,"['Backpack', 'Monitor', 'Tablet', 'Headphones', 'Laptop']",1840,15,1564.0
6240,"['Keyboard', 'Mouse', 'Tablet', 'Laptop', 'Backpack']",1540,15,1309.0
6241,"['Backpack', 'Mouse', 'Keyboard', 'Charger', 'Tablet']",565,15,480.25
6242,"['Mouse', 'Tablet', 'Charger', 'Backpack', 'Headphones']",595,0,595.0
6243,"['Charger', 'Monitor']",325,5,308.75
6244,"['Monitor', 'Laptop', 'Smartphone', 'Backpack', 'Keyboard']",2110,10,1899.0
6245,"['Laptop', 'Smartphone', 'Mouse', 'Backpack']",1790,10,1611.0
6246,"['Backpack', 'Charger', 'USB Drive', 'Monitor']",405,5,384.75
6247,"['USB Drive', 'Keyboard']",70,0,70.0
6248,"['Laptop', 'Smartphone', 'Tablet']",2100,10,1890.0
6249,"['Laptop', 'USB Drive', 'Monitor']",1320,10,1188.0
6250,"['Tablet', 'Charger', 'Backpack', 'Monitor']",785,0,785.0
6251,"['Mouse', 'Backpack', 'Charger', 'USB Drive', 'Tablet']",535,0,535.0
6252,"['Charger', 'Mouse', 'Smartphone', 'Headphones']",835,0,835.0
6253,"['Keyboard', 'USB Drive']",70,0,70.0
6254,"['Backpack', 'Monitor', 'Charger']",385,0,385.0
6255,"['Monitor', 'Charger', 'USB Drive']",345,0,345.0
6256,"['Monitor', 'Charger']",325,5,308.75
6257,"['Tablet', 'Monitor']",700,5,665.0
6258,"['Laptop', 'Tablet', 'Mouse', 'Monitor']",1730,5,1643.5
6259,"['Headphones', 'Backpack', 'Monitor']",440,10,396.0
6260,"['Headphones', 'Mouse', 'Smartphone', 'Backpack', 'Monitor']",1170,0,1170.0
6261,"['Backpack', 'Monitor', 'Mouse', 'Laptop']",1390,0,1390.0
6262,"['Smartphone', 'USB Drive']",720,15,612.0
6263,"['Backpack', 'Laptop', 'Headphones', 'USB Drive']",1160,0,1160.0
6264,"['Tablet', 'Laptop', 'Smartphone', 'Keyboard']",2150,20,1720.0
6265,"['Mouse', 'Monitor', 'Keyboard', 'USB Drive', 'Tablet']",800,10,720.0
6266,"['Headphones', 'Keyboard', 'Tablet', 'Backpack', 'USB Drive']",610,5,579.5
6267,"['Tablet', 'Backpack', 'Smartphone', 'Monitor', 'Laptop']",2460,20,1968.0
6268,"['Smartphone', 'Charger']",725,0,725.0
6269,"['Tablet', 'Headphones']",480,0,480.0
6270,"['Laptop', 'Mouse', 'Charger']",1055,5,1002.25
6271,"['Keyboard', 'Tablet']",450,0,450.0
6272,"['Tablet', 'Laptop', 'Keyboard', 'Mouse', 'Charger']",1505,15,1279.25
6273,"['Laptop', 'Tablet', 'Charger']",1425,0,1425.0
6274,"['Laptop', 'Smartphone', 'Backpack', 'Monitor']",2060,5,1957.0
6275,"['Monitor', 'Smartphone', 'Headphones', 'Mouse', 'Keyboard']",1160,5,1102.0
6276,"['Smartphone', 'Monitor']",1000,5,950.0
6277,"['Mouse', 'Keyboard']",80,0,80.0
6278,"['USB Drive', 'Monitor', 'Laptop', 'Mouse', 'Tablet']",1750,0,1750.0
6279,"['Charger', 'Tablet', 'Laptop']",1425,10,1282.5
6280,"['Smartphone', 'Laptop', 'Mouse', 'Tablet']",2130,0,2130.0
6281,"['Keyboard', 'Smartphone', 'Laptop']",1750,10,1575.0
6282,"['Backpack', 'Keyboard']",110,5,104.5
6283,"['Backpack', 'USB Drive', 'Monitor']",380,10,342.0
6284,"['Tablet', 'Mouse', 'Keyboard']",480,10,432.0
6285,"['Charger', 'Keyboard', 'Headphones']",155,0,155.0
6286,"['Backpack', 'Monitor']",360,5,342.0
6287,"['USB Drive', 'Charger', 'Backpack', 'Headphones', 'Smartphone']",885,15,752.25
6288,"['Charger', 'Mouse', 'Monitor', 'Tablet']",755,0,755.0
6289,"['Mouse', 'Smartphone']",730,20,584.0
6290,"['Mouse', 'USB Drive', 'Headphones', 'Monitor', 'Laptop']",1430,0,1430.0
6291,"['Laptop', 'Mouse', 'Charger', 'Backpack', 'Keyboard']",1165,0,1165.0
6292,"['Keyboard', 'Smartphone']",750,0,750.0
6293,"['Mouse', 'Monitor', 'Laptop', 'Backpack']",1390,20,1112.0
6294,"['Smartphone', 'Laptop', 'Tablet', 'Backpack']",2160,0,2160.0
6295,"['Keyboard', 'Laptop', 'Mouse', 'Headphones']",1160,15,986.0
6296,"['USB Drive', 'Charger', 'Monitor', 'Tablet', 'Laptop']",1745,15,1483.25
6297,"['Keyboard', 'Backpack', 'Charger']",135,0,135.0
6298,"['Keyboard', 'Tablet']",450,0,450.0
6299,"['Keyboard', 'Mouse', 'Laptop']",1080,10,972.0
6300,"['USB Drive', 'Laptop', 'Backpack', 'Monitor']",1380,0,1380.0
6301,"['Headphones', 'Backpack']",140,10,126.0
6302,"['Keyboard', 'Backpack']",110,0,110.0
6303,"['Smartphone', 'Mouse', 'USB Drive', 'Charger']",775,0,775.0
6304,"['Tablet', 'Mouse']",430,10,387.0
6305,"['Laptop', 'Smartphone', 'Tablet']",2100,0,2100.0
6306,"['Headphones', 'Charger', 'Backpack', 'Smartphone', 'Tablet']",1265,0,1265.0
6307,"['Smartphone', 'Charger', 'Mouse']",755,0,755.0
6308,"['USB Drive', 'Keyboard', 'Backpack', 'Tablet']",530,0,530.0
6309,"['Laptop', 'USB Drive']",1020,5,969.0
6310,"['Backpack', 'Mouse', 'Smartphone']",790,10,711.0
6311,"['Charger', 'USB Drive', 'Smartphone', 'Tablet']",1145,0,1145.0
6312,"['Backpack', 'Laptop']",1060,5,1007.0
6313,"['Mouse', 'USB Drive', 'Monitor', 'Keyboard', 'Smartphone']",1100,5,1045.0
6314,"['Mouse', 'Laptop', 'Monitor']",1330,0,1330.0
6315,"['Smartphone', 'Backpack', 'Charger']",785,0,785.0
6316,"['Keyboard', 'Mouse', 'USB Drive', 'Tablet']",500,15,425.0
6317,"['Laptop', 'Monitor', 'Charger']",1325,10,1192.5
6318,"['Smartphone', 'Charger', 'Mouse', 'Monitor', 'Headphones']",1135,5,1078.25
6319,"['Laptop', 'USB Drive', 'Charger', 'Backpack', 'Mouse']",1135,5,1078.25
6320,"['Headphones', 'USB Drive', 'Charger', 'Keyboard']",175,0,175.0
6321,"['Tablet', 'USB Drive', 'Smartphone', 'Headphones', 'Charger']",1225,5,1163.75
6322,"['Mouse', 'Headphones', 'USB Drive', 'Charger', 'Tablet']",555,5,527.25
6323,"['Backpack', 'Tablet', 'Mouse']",490,5,465.5
6324,"['Smartphone', 'Mouse', 'USB Drive', 'Headphones', 'Tablet']",1230,0,1230.0
6325,"['Tablet', 'Charger', 'Backpack', 'Headphones']",565,0,565.0
6326,"['Smartphone', 'Charger', 'USB Drive', 'Tablet']",1145,0,1145.0
6327,"['Backpack', 'Charger', 'Keyboard', 'Tablet']",535,20,428.0
6328,"['USB Drive', 'Keyboard', 'Tablet', 'Monitor', 'Headphones']",850,0,850.0
6329,"['USB Drive', 'Tablet', 'Smartphone', 'Monitor', 'Charger']",1445,0,1445.0
6330,"['Tablet', 'Monitor', 'Laptop', 'Headphones', 'Keyboard']",1830,0,1830.0
6331,"['Headphones', 'Monitor', 'Backpack', 'Mouse', 'Laptop']",1470,0,1470.0
6332,"['Headphones', 'Monitor', 'Smartphone', 'USB Drive']",1100,10,990.0
6333,"['Keyboard', 'Backpack', 'Charger']",135,5,128.25
6334,"['Smartphone', 'Charger', 'USB Drive', 'Monitor', 'Laptop']",2045,5,1942.75
6335,"['Charger', 'Smartphone', 'Tablet', 'Headphones']",1205,0,1205.0
6336,"['Charger', 'Tablet']",425,10,382.5
6337,"['Backpack', 'USB Drive', 'Monitor', 'Keyboard']",430,0,430.0
6338,"['Backpack', 'Charger']",85,0,85.0
6339,"['Backpack', 'Monitor']",360,0,360.0
6340,"['Tablet', 'Keyboard', 'Mouse', 'Headphones', 'Charger']",585,0,585.0
6341,"['Tablet', 'Backpack', 'Smartphone']",1160,0,1160.0
6342,"['USB Drive', 'Keyboard', 'Mouse']",100,5,95.0
6343,"['Headphones', 'Laptop', 'Charger']",1105,5,1049.75
6344,"['Monitor', 'Charger', 'USB Drive']",345,10,310.5
6345,"['Tablet', 'Smartphone']",1100,0,1100.0
6346,"['Laptop', 'Charger', 'Headphones', 'USB Drive', 'Monitor']",1425,0,1425.0
6347,"['Laptop', 'USB Drive', 'Charger', 'Smartphone', 'Mouse']",1775,0,1775.0
6348,"['Monitor', 'Smartphone', 'Tablet', 'Backpack', 'USB Drive']",1480,20,1184.0
6349,"['Charger', 'Smartphone', 'Tablet', 'Backpack', 'Laptop']",2185,5,2075.75
6350,"['Keyboard', 'Mouse', 'Monitor', 'Backpack', 'Laptop']",1440,10,1296.0
6351,"['USB Drive', 'Mouse']",50,0,50.0
6352,"['Laptop', 'Monitor', 'Charger', 'Backpack', 'Mouse']",1415,5,1344.25
6353,"['Backpack', 'Mouse', 'Keyboard', 'Tablet']",540,0,540.0
6354,"['Monitor', 'Charger', 'Mouse']",355,5,337.25
6355,"['Headphones', 'Monitor', 'USB Drive']",400,15,340.0
6356,"['Keyboard', 'Laptop', 'Mouse']",1080,20,864.0
6357,"['Monitor', 'Charger', 'Headphones', 'Backpack']",465,5,441.75
6358,"['Headphones', 'Monitor', 'Keyboard']",430,0,430.0
6359,"['USB Drive', 'Monitor', 'Mouse']",350,15,297.5
6360,"['Mouse', 'Smartphone', 'Tablet', 'Backpack']",1190,5,1130.5
6361,"['Laptop', 'Monitor', 'Keyboard', 'Smartphone', 'USB Drive']",2070,0,2070.0
6362,"['USB Drive', 'Tablet']",420,0,420.0
6363,"['Headphones', 'Tablet', 'Charger', 'Monitor']",805,0,805.0
6364,"['Backpack', 'Charger', 'Keyboard', 'Mouse', 'Smartphone']",865,0,865.0
6365,"['Keyboard', 'Charger', 'Mouse', 'Tablet']",505,0,505.0
6366,"['Smartphone', 'Monitor', 'USB Drive']",1020,5,969.0
6367,"['Monitor', 'Keyboard', 'Headphones', 'Backpack']",490,0,490.0
6368,"['Backpack', 'Charger', 'Headphones']",165,0,165.0
6369,"['Laptop', 'Monitor', 'Backpack', 'Keyboard', 'Smartphone']",2110,5,2004.5
6370,"['Backpack', 'Charger']",85,10,76.5
6371,"['Keyboard', 'Mouse', 'Smartphone', 'Monitor']",1080,5,1026.0
6372,"['Tablet', 'Headphones']",480,0,480.0
6373,"['Monitor', 'Tablet', 'Charger', 'Laptop', 'Headphones']",1805,15,1534.25
6374,"['Tablet', 'Headphones', 'Keyboard', 'Backpack']",590,15,501.5
6375,"['Mouse', 'Keyboard', 'Charger']",105,0,105.0
6376,"['Smartphone', 'Headphones']",780,0,780.0
6377,"['Smartphone', 'Tablet', 'Charger']",1125,10,1012.5
6378,"['USB Drive', 'Charger', 'Keyboard']",95,10,85.5
6379,"['Keyboard', 'Headphones']",130,20,104.0
6380,"['USB Drive', 'Tablet', 'Keyboard', 'Charger']",495,15,420.75
6381,"['Mouse', 'Tablet', 'Monitor']",730,5,693.5
6382,"['Laptop', 'USB Drive', 'Monitor']",1320,5,1254.0
6383,"['Headphones', 'Tablet', 'Mouse', 'Charger', 'Backpack']",595,0,595.0
6384,"['Backpack', 'Monitor']",360,0,360.0
6385,"['USB Drive', 'Laptop', 'Smartphone', 'Monitor', 'Backpack']",2080,0,2080.0
6386,"['Laptop', 'Smartphone', 'Monitor']",2000,5,1900.0
6387,"['USB Drive', 'Tablet', 'Laptop']",1420,5,1349.0
6388,"['Tablet', 'Headphones']",480,10,432.0
6389,"['Headphones', 'Tablet', 'Mouse']",510,0,510.0
6390,"['Headphones', 'Monitor', 'Charger', 'Keyboard', 'USB Drive']",475,5,451.25
