quarter,department,expense_type,revenue,expenses,investment,roi_percentage,economic_index,profit
2022-06-30,Finance,COGS,654720.22,245184.46,39349.94,0.11,86.9,409535.76
2022-12-31,Operations,Utilities,379690.86,223769.66,41017.08,0.21,90.05,155921.2
2021-03-31,Operations,Salaries,414008.88,284190.45,62200.62,0.081,101.33,129818.43
2019-12-31,IT,Marketing Spend,617760.47,275774.78,31645.13,0.195,102.4,341985.69
2019-09-30,Operations,Salaries,597114.91,384679.09,78246.09,0.076,93.54,212435.82
2022-03-31,Marketing,Marketing Spend,501269.71,223025.34,-1155.32,0.149,111.53,278244.37
2023-03-31,Sales,Salaries,533969.37,255363.75,74695.85,0.197,95.12,278605.62
2023-09-30,IT,COGS,551738.4,314761.91,87122.08,0.171,97.5,236976.49
2021-09-30,Sales,Admin,536501.56,331855.76,56853.27,0.179,85.2,204645.8
2022-12-31,Operations,Utilities,524115.61,288873.18,36094.58,0.091,85.42,235242.43
2021-09-30,Finance,Marketing Spend,415952.89,365479.02,68995.09,0.215,84.05,50473.87
2018-03-31,IT,COGS,623823.2,291643.15,35106.64,0.24,85.86,332180.05
2024-03-31,Operations,R&D,479594.86,230533.75,92230.3,0.081,116.01,249061.11
2021-06-30,Marketing,R&D,400942.29,296862.2,61347.85,0.228,107.4,104080.09
2019-03-31,IT,Salaries,513409.7,359614.86,31672.04,0.13,106.88,153794.84
2020-09-30,IT,R&D,534321.31,377791.64,66582.31,0.19,85.84,156529.67
2021-12-31,Finance,Admin,539535.49,375560.16,29335.34,0.151,100.78,163975.33
2018-06-30,IT,Marketing Spend,597278.53,315494.71,34189.1,0.209,99.55,281783.82
2019-12-31,Finance,Salaries,462019.16,321007.82,65462.51,0.059,91.5,141011.34
2020-09-30,Operations,Marketing Spend,493484.31,347183.97,35956.8,0.115,90.8,146300.34
2022-06-30,Marketing,Marketing Spend,415604.72,169730.86,52473.75,0.059,110.5,245873.86
2018-09-30,Marketing,COGS,523371.84,242581.97,61567.9,0.238,91.93,280789.87
2024-06-30,IT,R&D,414135.04,323894.52,36539.93,0.084,103.7,90240.52
2018-03-31,IT,Utilities,441008.33,221129.36,39104.15,0.135,116.78,219878.97
2020-09-30,Operations,Marketing Spend,598345.14,392118.04,84352.04,0.178,100.56,206227.1
2021-12-31,Finance,Admin,513647.98,385399.58,63627.81,0.142,104.16,128248.4
2022-06-30,Marketing,Admin,642456.59,256644.37,49791.77,0.157,115.01,385812.22
2021-12-31,Finance,Utilities,617671.75,227488.49,48291.51,0.091,108.84,390183.26
2023-09-30,Operations,R&D,521574.39,334401.7,26136.02,0.063,80.54,187172.69
2020-06-30,Marketing,R&D,535371.1,197832.22,59555.66,0.101,85.79,337538.88
2022-06-30,Marketing,Salaries,476150.42,311183.9,52241.46,0.113,90.76,164966.52
2019-06-30,Sales,Salaries,604390.74,526421.0,68337.46,0.133,97.22,77969.74
2022-09-30,Operations,Salaries,536312.45,219326.17,8051.56,0.109,91.04,316986.28
2018-12-31,Operations,R&D,590956.09,237428.86,45987.28,0.057,98.45,353527.23
2024-09-30,Sales,Marketing Spend,435313.55,250603.09,48251.53,0.069,111.35,184710.46
2021-03-31,Finance,COGS,363892.66,228160.27,56771.32,0.185,118.92,135732.39
2023-12-31,Sales,Utilities,550225.46,232215.33,54651.37,0.063,105.17,318010.13
2021-06-30,Operations,Utilities,570279.31,437519.23,60525.2,0.059,114.81,132760.08
2018-09-30,Finance,Utilities,507518.96,305018.24,46088.36,0.212,93.75,202500.72
2020-06-30,Marketing,Salaries,557861.64,372748.06,25048.13,0.058,85.47,185113.58
2019-06-30,Sales,COGS,414800.01,395954.7,20816.12,0.064,113.32,18845.31
2018-03-31,Finance,Admin,593929.8,155668.45,48763.44,0.16,110.87,438261.35
2023-09-30,Finance,R&D,617171.87,238455.09,109967.29,0.139,89.45,378716.78
2023-12-31,Finance,Admin,602068.18,227450.55,61658.81,0.243,101.54,374617.63
2024-09-30,Sales,Salaries,512396.86,89413.85,100793.36,0.237,119.75,422983.01
2021-06-30,Marketing,Marketing Spend,618649.4,334076.2,63897.89,0.182,118.87,284573.2
2019-12-31,Finance,Salaries,385713.19,324295.12,28930.73,0.064,98.09,61418.07
2022-09-30,Sales,COGS,557347.21,405787.6,47437.36,0.151,91.35,151559.61
2021-06-30,Operations,Salaries,571645.01,337929.65,100688.86,0.059,91.74,233715.36
2020-06-30,Sales,Utilities,550124.17,91392.04,65501.29,0.232,115.12,458732.13
2022-03-31,Sales,Marketing Spend,405963.01,243838.26,64906.09,0.182,106.76,162124.75
2020-03-31,Sales,Marketing Spend,522935.81,249630.88,36153.09,0.165,103.97,273304.93
2019-06-30,Finance,R&D,474389.8,340909.0,50113.94,0.136,90.72,133480.8
2020-09-30,Sales,R&D,304260.06,87774.64,28597.93,0.152,96.26,216485.42
2024-03-31,Operations,Utilities,382228.61,343517.05,41297.87,0.13,102.31,38711.56
2019-09-30,Finance,Marketing Spend,616125.82,363048.17,53181.42,0.07,100.85,253077.65
2022-03-31,Operations,Utilities,460208.56,279985.17,37673.04,0.182,82.11,180223.39
2024-12-31,IT,Marketing Spend,605613.05,236079.26,69137.78,0.249,99.47,369533.79
2024-12-31,Sales,COGS,614365.08,394252.74,38441.57,0.072,104.42,220112.34
2018-03-31,Finance,Salaries,554624.08,189314.67,56423.94,0.249,111.51,365309.41
2023-06-30,Finance,R&D,438556.89,391656.73,69757.75,0.23,85.14,46900.16
2019-03-31,Sales,COGS,594423.46,372686.87,91544.17,0.229,112.98,221736.59
2020-03-31,Marketing,Salaries,521355.63,344855.04,57317.22,0.216,83.72,176500.59
2022-06-30,Marketing,R&D,504466.79,445346.05,29470.04,0.235,99.97,59120.74
2023-12-31,Operations,Utilities,408839.3,301354.55,49693.12,0.099,83.39,107484.75
2024-09-30,Sales,COGS,449921.77,349680.33,89203.05,0.137,112.7,100241.44
2023-03-31,Sales,Admin,410294.49,296154.42,69001.5,0.146,98.55,114140.07
2018-06-30,IT,Admin,595913.02,274303.45,53853.9,0.064,104.82,321609.57
2024-06-30,Marketing,R&D,653436.93,342293.7,61482.58,0.246,99.96,311143.23
2020-09-30,Marketing,COGS,592368.54,275733.25,55592.1,0.188,98.44,316635.29
2024-09-30,Sales,Salaries,519892.29,305005.21,24481.69,0.14,87.31,214887.08
2024-12-31,Operations,Salaries,469316.22,305439.38,54108.08,0.248,117.74,163876.84
2019-06-30,Sales,COGS,547641.62,267613.31,36080.04,0.104,109.15,280028.31
2024-06-30,Operations,Admin,458292.4,358771.03,39086.1,0.117,102.67,99521.37
2019-12-31,Marketing,COGS,496863.81,158298.27,44329.77,0.088,88.23,338565.54
2018-12-31,IT,Admin,417853.21,244389.87,8414.13,0.087,96.02,173463.34
2022-06-30,Finance,Admin,565064.08,222108.61,46646.74,0.088,93.69,342955.47
2024-12-31,Marketing,Utilities,570090.83,324574.0,16410.17,0.172,110.22,245516.83
2020-09-30,Operations,Utilities,590885.56,280983.12,66743.52,0.109,87.72,309902.44
2019-03-31,Sales,Salaries,555778.56,186494.63,8965.94,0.24,106.69,369283.93
2021-09-30,Marketing,R&D,548797.01,337606.13,15304.27,0.213,116.1,211190.88
2024-12-31,IT,Marketing Spend,395617.8,318198.65,12367.28,0.082,113.54,77419.15
2022-06-30,Operations,COGS,391432.33,302917.59,56242.39,0.217,93.58,88514.74
2018-06-30,Sales,Admin,533105.62,362452.26,49880.0,0.119,86.07,170653.36
2023-06-30,Finance,COGS,610089.79,341760.4,84133.2,0.096,94.5,268329.39
2020-09-30,Operations,R&D,473276.85,281355.78,58642.42,0.206,95.78,191921.07
2024-06-30,Sales,R&D,500560.88,333297.86,14792.77,0.221,101.49,167263.02
2024-03-31,Finance,Marketing Spend,501599.61,409564.0,33168.87,0.242,81.81,92035.61
2021-03-31,Sales,Marketing Spend,315671.17,287728.98,53857.12,0.134,100.43,27942.19
2018-12-31,Finance,Admin,524042.44,399716.87,56629.74,0.162,104.2,124325.57
2023-06-30,Finance,Utilities,445014.8,451616.73,14204.16,0.173,117.68,-6601.93
2019-09-30,Finance,Marketing Spend,561108.04,326401.9,68039.17,0.176,108.99,234706.14
2020-09-30,Sales,Utilities,496866.27,219563.26,32674.27,0.13,81.13,277303.01
2023-06-30,Finance,Utilities,482073.75,276215.64,33078.79,0.08,87.01,205858.11
2023-12-31,Operations,Admin,484252.1,313026.09,71469.34,0.064,99.02,171226.01
2018-12-31,IT,Salaries,467298.04,301612.42,50213.7,0.231,119.04,165685.62
2024-12-31,IT,Utilities,363845.17,310309.57,56796.03,0.123,104.05,53535.6
2021-09-30,Finance,Admin,595334.86,397198.84,60570.49,0.086,113.77,198136.02
2018-03-31,IT,Marketing Spend,436609.61,231992.95,18854.49,0.247,84.16,204616.66
2023-09-30,IT,COGS,453224.78,329449.26,54992.3,0.211,97.49,123775.52
2018-09-30,Finance,Marketing Spend,507906.55,373702.03,88496.64,0.246,80.89,134204.52
2021-06-30,Finance,R&D,388444.7,279937.95,45819.12,0.106,89.93,108506.75
2019-06-30,Operations,Marketing Spend,450092.02,217922.66,57507.07,0.143,112.45,232169.36
2022-06-30,Marketing,Salaries,691649.3,283571.97,100825.86,0.212,104.89,408077.33
2024-03-31,Sales,Admin,533673.44,216683.27,80883.0,0.16,91.28,316990.17
2018-03-31,Finance,Utilities,414219.72,243476.82,41220.14,0.121,113.68,170742.9
2019-06-30,Finance,R&D,291866.03,346511.93,59818.89,0.082,109.41,-54645.9
2019-06-30,IT,Admin,600139.42,321149.28,65074.92,0.162,100.07,278990.14
2023-03-31,Operations,Admin,398791.67,356961.82,93153.49,0.17,81.77,41829.85
2021-12-31,IT,Utilities,445713.02,338705.59,31742.96,0.194,116.25,107007.43
2019-03-31,Finance,Marketing Spend,458376.57,283518.88,111366.04,0.208,106.76,174857.69
2022-03-31,Finance,COGS,408687.07,219202.24,55785.38,0.074,112.54,189484.83
2020-06-30,IT,R&D,492376.37,325894.13,43743.16,0.176,117.43,166482.24
2024-12-31,Finance,Utilities,444858.88,257245.16,62432.52,0.206,85.53,187613.72
2023-03-31,Marketing,Salaries,561113.38,288854.9,42741.5,0.128,110.11,272258.48
2022-06-30,Sales,Salaries,514055.17,242807.88,43303.7,0.105,86.18,271247.29
2019-09-30,Sales,COGS,643212.85,372313.46,38620.11,0.146,100.63,270899.39
2018-09-30,Sales,COGS,645235.18,120719.95,39090.91,0.112,109.08,524515.23
2021-03-31,Marketing,Marketing Spend,404518.31,341215.34,16255.53,0.152,100.81,63302.97
2021-09-30,Finance,Salaries,467298.48,311930.33,17349.17,0.112,98.9,155368.15
2022-12-31,IT,R&D,715430.57,370948.79,33935.62,0.135,91.33,344481.78
2022-09-30,Operations,Utilities,384154.05,202194.7,55370.16,0.233,110.72,181959.35
2018-09-30,Finance,COGS,579762.53,296316.09,35511.99,0.233,83.58,283446.44
2018-12-31,Marketing,COGS,554799.79,265774.14,92321.54,0.248,89.27,289025.65
2019-03-31,Marketing,COGS,415105.03,287345.3,62763.81,0.147,81.81,127759.73
2018-03-31,Sales,Utilities,419930.12,301409.87,36588.19,0.084,87.08,118520.25
2018-12-31,Finance,R&D,684494.39,261634.95,86126.29,0.228,96.31,422859.44
2020-12-31,Sales,Salaries,682495.26,291344.37,45683.2,0.169,81.19,391150.89
2024-12-31,Operations,R&D,542991.56,399121.18,45522.39,0.2,89.07,143870.38
2024-09-30,Sales,Utilities,361379.57,415777.25,62845.89,0.083,81.63,-54397.68
2023-12-31,Operations,R&D,625685.79,319098.04,48522.94,0.114,115.03,306587.75
2020-06-30,Marketing,Marketing Spend,360956.47,417320.68,51961.32,0.105,115.6,-56364.21
2023-09-30,Sales,Utilities,571519.9,184494.37,63444.67,0.162,107.94,387025.53
2024-03-31,Sales,COGS,338073.77,364381.87,27178.25,0.249,103.78,-26308.1
2023-03-31,IT,Salaries,500761.85,316992.95,47862.74,0.172,111.83,183768.9
2024-06-30,Marketing,Marketing Spend,588498.08,270315.3,31218.9,0.165,91.26,318182.78
2022-12-31,IT,Marketing Spend,217464.16,349045.81,56987.62,0.202,109.68,-131581.65
2023-12-31,Operations,Utilities,447162.09,312516.61,21779.09,0.116,93.21,134645.48
2024-03-31,Operations,Admin,515331.2,252053.47,81495.73,0.101,97.72,263277.73
2021-03-31,Marketing,COGS,465581.96,355960.14,38163.47,0.218,119.2,109621.82
2023-09-30,Operations,Salaries,432892.54,296390.75,43328.46,0.242,113.83,136501.79
2021-06-30,Marketing,Salaries,486652.45,242850.04,47703.64,0.134,96.75,243802.41
2023-09-30,Operations,Salaries,603752.38,364841.28,30682.11,0.058,116.2,238911.1
2019-03-31,Finance,Utilities,636895.49,163656.08,54647.47,0.086,83.89,473239.41
2018-12-31,Sales,COGS,570502.12,431447.82,72187.78,0.221,116.12,139054.3
2021-06-30,Finance,Utilities,655336.13,372532.03,43400.42,0.074,115.57,282804.1
2020-06-30,Marketing,Salaries,446521.94,148725.18,41512.77,0.203,105.87,297796.76
2022-03-31,Marketing,R&D,559678.47,397107.9,62875.88,0.174,92.99,162570.57
2020-06-30,Finance,R&D,398115.35,306799.91,61653.85,0.195,112.89,91315.44
2024-06-30,Sales,COGS,793112.44,135409.43,52487.38,0.101,90.89,657703.01
2019-09-30,Sales,Salaries,510014.71,151075.88,74343.81,0.054,85.69,358938.83
2021-12-31,IT,Utilities,580410.69,345798.08,58263.39,0.058,102.05,234612.61
2018-03-31,Operations,Admin,323753.51,212598.37,85479.81,0.195,85.15,111155.14
2022-03-31,IT,Admin,578133.45,230002.58,43943.94,0.173,94.3,348130.87
2023-03-31,Sales,Admin,511369.92,308420.8,27147.75,0.218,103.19,202949.12
2020-03-31,Finance,R&D,546410.49,340463.44,77822.26,0.13,88.3,205947.05
2019-06-30,Operations,Utilities,501357.22,317014.36,14726.58,0.161,96.55,184342.86
2022-09-30,Finance,Admin,488020.28,227483.65,33111.73,0.207,92.32,260536.63
2021-03-31,IT,Salaries,469185.14,240005.42,30313.82,0.149,86.17,229179.72
2018-09-30,Marketing,Salaries,491034.24,215149.65,51221.77,0.249,105.35,275884.59
2019-09-30,Finance,Admin,646827.53,318432.28,48456.47,0.199,104.01,328395.25
2023-06-30,IT,Marketing Spend,463261.67,314388.77,74258.64,0.187,102.36,148872.9
2020-03-31,IT,Admin,725878.38,331866.57,51330.71,0.21,117.25,394011.81
2023-06-30,IT,Marketing Spend,506137.69,314720.24,38520.07,0.205,117.06,191417.45
2019-03-31,Marketing,COGS,639996.7,309029.84,44380.05,0.094,102.89,330966.86
2020-06-30,Marketing,COGS,614392.61,371473.91,31229.4,0.092,109.55,242918.7
2023-09-30,Marketing,Salaries,343656.31,307801.1,63211.33,0.171,112.2,35855.21
2022-03-31,Operations,Utilities,364813.23,370706.59,79753.9,0.137,84.39,-5893.36
2020-12-31,Marketing,R&D,432176.92,268599.53,54177.77,0.224,113.8,163577.39
2023-09-30,Marketing,Utilities,345631.63,237076.59,49643.56,0.108,80.2,108555.04
2021-12-31,Marketing,Salaries,458693.78,396062.68,59316.04,0.116,80.08,62631.1
2018-09-30,Finance,Salaries,502811.8,262421.23,40902.56,0.083,92.41,240390.57
2024-03-31,Marketing,Utilities,564860.95,291248.91,47177.97,0.246,111.72,273612.04
2023-06-30,Operations,R&D,518057.64,233806.66,46686.74,0.073,116.86,284250.98
2020-03-31,IT,Salaries,500523.98,458979.79,64089.3,0.247,95.97,41544.19
2021-09-30,Finance,R&D,602374.13,177545.31,42275.32,0.191,105.24,424828.82
2019-03-31,Sales,Salaries,588988.32,378610.09,7651.58,0.068,98.9,210378.23
2023-09-30,Marketing,COGS,690784.12,151127.32,27327.56,0.08,91.19,539656.8
2021-03-31,IT,Marketing Spend,518662.38,269748.55,96146.59,0.115,114.71,248913.83
2021-06-30,IT,Salaries,258902.18,359220.46,46730.69,0.102,103.48,-100318.28
2022-12-31,Finance,Marketing Spend,542719.86,434348.75,60014.56,0.245,107.57,108371.11
2021-09-30,Sales,Admin,726903.12,280897.47,48343.52,0.173,104.69,446005.65
2021-12-31,Operations,Salaries,602598.61,256760.72,48508.97,0.065,83.36,345837.89
2023-09-30,IT,COGS,625530.01,316292.52,27655.89,0.155,113.18,309237.49
2021-03-31,IT,R&D,509482.99,432098.82,84073.74,0.229,81.54,77384.17
2022-03-31,IT,COGS,591313.66,313581.44,35047.17,0.133,107.63,277732.22
2023-09-30,IT,Marketing Spend,630792.85,340866.38,34572.19,0.183,85.65,289926.47
2019-12-31,Finance,R&D,466574.97,248803.21,57652.25,0.205,101.9,217771.76
2023-03-31,Sales,COGS,449921.71,372731.83,73301.94,0.087,85.1,77189.88
2018-06-30,IT,COGS,545470.31,174694.55,44523.42,0.221,118.78,370775.76
2019-03-31,Operations,COGS,596926.15,400217.85,12538.4,0.14,97.3,196708.3
2019-06-30,Operations,Utilities,224463.1,406312.63,13172.85,0.061,111.73,-181849.53
2020-12-31,Marketing,R&D,480522.06,461663.0,80914.23,0.226,111.86,18859.06
2022-06-30,IT,COGS,304654.58,406142.08,51464.65,0.163,84.85,-101487.5
2023-06-30,IT,COGS,487742.28,256836.97,76574.8,0.09,102.65,230905.31
2023-06-30,IT,Marketing Spend,668961.45,417236.56,54704.34,0.113,119.97,251724.89
2018-03-31,IT,COGS,437598.16,390416.0,32958.55,0.164,95.29,47182.16
2022-03-31,IT,COGS,471391.57,242020.96,57797.75,0.125,83.82,229370.61
2020-09-30,Operations,Admin,566193.58,316677.16,55359.06,0.097,110.58,249516.42
2020-06-30,Sales,R&D,599378.53,66926.5,59988.32,0.146,103.77,532452.03
2022-09-30,Sales,Admin,595616.66,189649.56,51652.76,0.087,108.58,405967.1
2021-06-30,Marketing,Utilities,503731.8,365676.94,40410.59,0.099,101.28,138054.86
2024-06-30,Operations,Marketing Spend,557046.68,430795.28,72919.78,0.215,90.76,126251.4
2020-06-30,IT,Admin,552658.33,365985.77,48731.73,0.096,98.72,186672.56
2021-09-30,Sales,Utilities,429625.43,304428.06,54716.31,0.189,103.43,125197.37
2024-12-31,Finance,Salaries,324895.46,217354.33,30416.29,0.1,89.5,107541.13
2022-09-30,Finance,R&D,410297.57,351548.56,28379.94,0.092,114.16,58749.01
2018-12-31,Finance,COGS,643873.09,146696.39,33875.55,0.1,96.46,497176.7
2018-06-30,IT,Admin,721321.32,341196.81,28309.07,0.144,108.61,380124.51
2020-03-31,IT,Admin,490898.16,227868.97,6835.19,0.079,117.76,263029.19
2020-06-30,Marketing,COGS,640018.0,360424.85,37479.16,0.071,96.62,279593.15
2024-12-31,Marketing,COGS,470260.18,364300.59,80468.46,0.201,98.45,105959.59
2020-09-30,Marketing,Marketing Spend,534903.31,254763.94,41569.26,0.055,87.34,280139.37
2021-06-30,Finance,Admin,438579.5,374705.75,24774.1,0.127,95.04,63873.75
2019-09-30,IT,Admin,601454.85,159666.39,64190.87,0.129,101.16,441788.46
2023-09-30,Finance,Salaries,436138.41,288515.08,47643.56,0.229,89.18,147623.33
2021-09-30,Marketing,Utilities,410738.65,363284.52,42504.62,0.205,81.05,47454.13
2023-06-30,IT,Salaries,504675.1,349736.44,25973.34,0.152,90.31,154938.66
2022-09-30,Operations,Admin,581676.64,255544.41,50143.85,0.146,107.3,326132.23
2023-06-30,Sales,Salaries,516365.31,370568.38,50689.77,0.163,114.33,145796.93
2021-09-30,Sales,Admin,453097.33,373536.2,56116.32,0.122,85.24,79561.13
2024-12-31,Marketing,R&D,410032.19,206130.62,51478.14,0.19,106.87,203901.57
2023-12-31,Finance,Marketing Spend,331310.83,291042.88,47155.0,0.187,93.6,40267.95
2019-12-31,Operations,Salaries,454374.69,315603.66,50034.88,0.165,92.04,138771.03
2020-09-30,IT,Admin,484708.62,314459.91,47799.01,0.062,97.31,170248.71
2020-03-31,Finance,Salaries,555396.06,364915.19,20493.39,0.075,114.83,190480.87
2021-09-30,Marketing,Utilities,383289.26,266940.78,89173.71,0.058,103.22,116348.48
2018-03-31,Finance,Marketing Spend,566818.76,430865.36,62025.34,0.194,105.63,135953.4
2018-03-31,Marketing,R&D,440584.16,268484.06,52887.35,0.146,84.58,172100.1
2022-09-30,Sales,COGS,448622.94,209279.42,45378.2,0.241,84.83,239343.52
2018-09-30,Sales,COGS,624871.98,281864.09,46612.89,0.24,100.09,343007.89
2020-06-30,Finance,Salaries,252265.16,320330.74,55826.52,0.21,108.73,-68065.58
2019-12-31,Operations,Admin,377317.11,205703.49,78060.79,0.139,87.82,171613.62
2021-09-30,IT,Utilities,504564.56,275418.94,36240.66,0.113,101.91,229145.62
2020-06-30,Marketing,Marketing Spend,499502.9,200786.49,55434.59,0.09,116.66,298716.41
2018-03-31,IT,R&D,329801.55,356252.25,17637.93,0.096,100.51,-26450.7
2022-06-30,Sales,R&D,450579.3,285802.0,66254.8,0.248,99.23,164777.3
2018-06-30,Operations,R&D,595801.52,109123.97,56854.95,0.156,103.41,486677.55
2022-09-30,Operations,COGS,383716.96,383043.12,47943.18,0.052,107.7,673.84
2021-03-31,IT,Marketing Spend,608075.23,206353.73,6737.59,0.059,92.08,401721.5
2023-06-30,Sales,COGS,428383.97,513354.19,38541.61,0.142,93.38,-84970.22
2018-03-31,IT,Salaries,312707.59,245325.29,31215.28,0.139,86.26,67382.3
2018-06-30,Finance,R&D,581908.55,253732.71,31717.4,0.131,117.95,328175.84
2021-12-31,Operations,Marketing Spend,525069.18,312833.02,12871.73,0.215,81.9,212236.16
2021-09-30,Operations,R&D,353406.34,106857.0,42684.01,0.191,98.43,246549.34
2021-03-31,Finance,COGS,445722.1,335233.56,86425.38,0.071,107.34,110488.54
2021-12-31,Sales,COGS,672496.31,356096.51,64181.72,0.123,108.43,316399.8
2022-03-31,Operations,COGS,565835.23,372502.11,51058.5,0.169,105.05,193333.12
2023-03-31,Marketing,R&D,611538.61,322458.38,61000.33,0.126,93.62,289080.23
2019-09-30,Marketing,Marketing Spend,386168.23,307286.26,93843.4,0.092,83.09,78881.97
2023-12-31,Sales,Marketing Spend,622527.85,178603.34,29983.83,0.176,117.28,443924.51
2024-06-30,Finance,Salaries,357604.7,339452.24,34386.61,0.17,87.62,18152.46
2022-03-31,IT,R&D,360768.08,296654.48,40258.84,0.245,116.35,64113.6
2019-09-30,Sales,Salaries,583511.93,265836.45,21685.37,0.162,89.02,317675.48
2021-03-31,IT,Utilities,366891.96,217367.51,56430.9,0.225,82.82,149524.45
2019-03-31,Sales,Salaries,651756.1,338390.9,43860.21,0.24,83.34,313365.2
2024-06-30,Marketing,Salaries,374759.01,274189.39,62482.51,0.137,94.34,100569.62
2022-03-31,Finance,Salaries,402793.77,149432.3,66647.01,0.061,86.08,253361.47
2018-09-30,Marketing,COGS,615317.16,282156.79,76390.79,0.079,99.3,333160.37
2019-09-30,Finance,Utilities,437924.79,238366.33,64461.16,0.151,98.15,199558.46
2024-06-30,IT,Salaries,579515.48,370078.5,42466.85,0.229,113.45,209436.98
2022-03-31,Sales,Marketing Spend,388661.36,286736.38,39803.8,0.181,107.83,101924.98
2019-09-30,Operations,Salaries,472339.93,278982.0,30205.85,0.09,107.94,193357.93
2023-03-31,Operations,COGS,574086.49,324698.51,50930.91,0.19,103.63,249387.98
2018-03-31,Finance,Admin,415427.59,433993.83,57162.32,0.229,81.9,-18566.24
2022-03-31,Finance,Utilities,602272.68,332484.6,20188.55,0.056,109.89,269788.08
2022-03-31,Marketing,Admin,463971.45,236829.22,73144.38,0.099,94.34,227142.23
2020-09-30,Operations,Admin,512009.12,175444.41,50524.84,0.081,113.45,336564.71
2024-03-31,Marketing,Utilities,399733.75,406418.48,42439.05,0.207,89.86,-6684.73
2024-09-30,IT,R&D,422963.83,103847.77,29695.31,0.228,106.8,319116.06
2018-09-30,Operations,Marketing Spend,415585.76,298267.5,78105.58,0.161,104.15,117318.26
2021-09-30,IT,COGS,439102.67,487950.31,60172.34,0.22,84.48,-48847.64
2023-03-31,Sales,Utilities,654620.31,157788.08,67251.12,0.181,85.45,496832.23
2020-09-30,Marketing,Admin,612078.99,210638.76,47831.71,0.181,120.0,401440.23
2024-06-30,Finance,COGS,545179.96,315937.8,82334.31,0.166,93.42,229242.16
2024-12-31,Operations,COGS,434138.18,235539.22,66471.03,0.06,96.3,198598.96
2021-12-31,Marketing,R&D,415792.1,290745.2,76457.34,0.237,114.22,125046.9
2024-03-31,Finance,Admin,403038.57,334009.61,73275.3,0.121,105.24,69028.96
2023-06-30,Sales,Salaries,469616.63,345540.08,37540.68,0.211,107.17,124076.55
2024-12-31,Operations,COGS,528012.92,388638.8,54123.42,0.212,105.46,139374.12
2020-03-31,IT,Admin,561427.16,173473.85,76683.28,0.243,92.94,387953.31
2023-12-31,Sales,COGS,501440.82,401301.72,59777.85,0.115,113.17,100139.1
2023-12-31,Finance,R&D,556544.81,407730.82,30242.27,0.249,81.35,148813.99
2018-03-31,Operations,R&D,593595.13,367656.55,51778.49,0.11,94.7,225938.58
2024-03-31,Operations,Salaries,462824.39,209471.3,66330.82,0.14,118.18,253353.09
2023-06-30,Sales,R&D,609838.01,205367.43,20832.3,0.191,95.14,404470.58
2021-12-31,Operations,Admin,401626.65,323728.2,30616.87,0.081,80.67,77898.45
2020-03-31,Finance,Utilities,558638.19,351508.11,21578.0,0.103,87.68,207130.08
2022-09-30,Sales,R&D,503196.41,394036.71,59501.2,0.196,117.77,109159.7
2020-12-31,IT,Utilities,517530.01,261529.3,81188.02,0.245,113.97,256000.71
2022-09-30,Sales,Salaries,463219.85,350128.29,9423.49,0.197,87.82,113091.56
2023-06-30,Sales,Marketing Spend,624732.11,345776.83,54164.3,0.222,119.1,278955.28
2020-03-31,IT,COGS,439576.37,247645.8,37275.09,0.057,86.36,191930.57
2019-09-30,Finance,COGS,638745.82,264745.68,84166.61,0.165,119.69,374000.14
2021-06-30,Marketing,Admin,639403.21,172268.99,54356.9,0.233,113.78,467134.22
2022-09-30,Marketing,Salaries,545111.21,214883.4,67102.49,0.186,116.51,330227.81
2022-09-30,IT,Salaries,468716.34,249600.07,77850.0,0.185,85.59,219116.27
2018-06-30,Finance,Salaries,416222.66,341753.23,53519.91,0.091,92.07,74469.43
2020-03-31,Operations,COGS,300562.77,481010.37,13954.55,0.222,108.08,-180447.6
2021-03-31,IT,R&D,553987.81,338782.7,47622.33,0.223,100.21,215205.11
2021-09-30,Marketing,COGS,388850.5,200432.36,54207.81,0.173,91.66,188418.14
2018-09-30,Finance,COGS,402851.68,261810.02,26523.41,0.135,107.82,141041.66
2020-09-30,Sales,COGS,555100.78,384019.45,12240.25,0.215,111.19,171081.33
2023-03-31,Finance,R&D,457011.5,235750.8,22351.54,0.143,91.42,221260.7
2021-06-30,Finance,Marketing Spend,521759.96,419936.04,76618.94,0.215,83.43,101823.92
2024-03-31,Marketing,Admin,546058.27,354762.16,26641.4,0.147,102.97,191296.11
2019-12-31,Marketing,Marketing Spend,660470.02,279877.92,106130.94,0.166,95.86,380592.1
2022-06-30,Operations,Marketing Spend,519857.37,146951.41,78633.9,0.2,115.11,372905.96
2022-09-30,Operations,COGS,445038.53,380600.03,68317.1,0.103,81.8,64438.5
2021-12-31,IT,Marketing Spend,492492.18,351494.58,19075.52,0.099,105.52,140997.6
2018-06-30,Sales,COGS,442213.14,337809.6,78126.16,0.184,81.9,104403.54
2019-12-31,Operations,COGS,687975.46,514008.04,39929.78,0.241,84.53,173967.42
2023-06-30,Marketing,Admin,537223.36,225114.76,13368.68,0.139,94.75,312108.6
2019-06-30,Finance,Salaries,558466.77,421727.02,55137.76,0.23,89.14,136739.75
2020-12-31,IT,COGS,635250.19,285079.7,59060.55,0.154,86.47,350170.49
2021-09-30,Operations,Marketing Spend,415235.03,320412.0,34036.08,0.245,111.72,94823.03
2024-03-31,Finance,Admin,357351.13,324971.0,37978.92,0.208,89.29,32380.13
